0 1 2 3 4 5 6 7
2 93 229 281 299 449 450 511
3 94 224 356 357 451 452 500
5 95 225 358 359 360 361 453
6 101 226 310 378 380 455 457
6 102 227 311 377 379 454 456
5 83 188 191 197 201 202 203
2 78 192 193 205 212 213 214
6 79 194 198 204 206 215 216
3 80 195 199 207 208 209 217
4 81 189 200 210 218 219 220
7 82 190 196 211 221 222 223
8 71 78 79 80 81 82 83
8 137 228 245 246 251 254 269
8 133 232 237 240 241 261 266
8 134 231 236 247 256 257 270
8 135 233 238 242 248 262 263
8 132 229 235 249 252 258 271
8 136 226 243 253 255 259 267
8 139 227 230 234 239 264 265
8 138 224 225 244 250 260 268
14 77 204 205 217 220 502 509
9 72 496 500 504 505 510 511
10 73 207 212 218 223 497 508
11 74 208 215 219 221 498 503
12 75 210 211 213 216 501 506
13 76 206 209 214 222 499 507
11 102 182 321 330 348 423 424
14 113 183 302 313 345 355 379
9 117 186 295 320 367 388 401
11 91 178 300 310 334 358 471
12 94 184 287 344 354 430 431
10 111 187 286 342 375 439 481
12 115 177 279 337 361 376 445
12 126 174 277 309 399 414 447
13 116 173 291 319 398 429 490
10 100 176 289 318 336 475 483
12 123 172 290 317 324 465 476
12 107 179 281 288 362 454 477
10 96 180 274 343 377 409 491
13 114 171 272 316 397 441 487
14 131 175 276 308 420 482 495
9 124 181 201 311 328 338 400
10 108 170 194 282 292 381 492
14 127 185 191 329 363 385 444
12 88 158 188 364 421 479 488
10 92 163 323 346 384 413 428
9 99 169 341 380 396 402 416
13 121 168 298 307 394 412 494
14 106 162 299 335 360 374 470
14 130 156 293 327 357 395 486
11 93 161 278 333 393 448 452
12 110 167 280 332 383 457 485
14 85 159 275 312 466 478 489
13 120 164 202 283 347 422 432
12 112 160 199 284 301 386 458
11 90 165 193 306 373 408 438
14 119 166 196 322 350 372 407
9 86 157 190 192 195 198 200
10 98 148 353 382 392 405 427
9 87 155 352 371 391 406 437
10 95 154 296 349 370 390 450
13 122 153 305 351 356 435 456
9 105 152 331 369 426 436 442
13 109 151 294 303 389 463 474
14 118 147 297 326 434 455 464
9 104 146 304 340 419 440 469
13 97 149 285 359 365 446 449
13 128 150 189 378 410 459 480
11 103 142 387 403 411 417 443
11 129 141 325 368 415 467 468
11 84 140 314 418 433 461 473
9 89 143 315 404 425 453 462
10 101 144 203 273 451 472 484
11 125 145 197 339 366 460 493
16 71 88 93 101 105 121 130
17 71 87 95 107 119 122 125
18 71 103 106 111 114 115 124
19 71 84 86 96 97 110 113
20 71 92 104 126 127 128 129
21 71 89 98 102 112 116 131
22 71 85 91 94 108 117 120
15 71 90 99 100 109 118 123
22 137 204 316 346 399 424 496
15 133 204 278 332 340 405 435
20 133 284 307 358 406 420 497
21 132 277 313 387 402 432 497
22 135 285 339 350 383 400 497
20 137 280 282 319 379 426 498
16 136 282 287 303 330 360 419
17 132 206 280 286 308 348 504
17 134 207 279 291 326 401 438
21 134 194 272 304 314 317 357
19 136 189 290 326 331 392 403
15 135 190 282 298 337 385 417
21 162 188 222 250 310 390 496
17 169 188 205 243 285 292 415
15 156 188 189 231 323 423 437
18 158 255 275 320 336 339 499
17 161 251 273 302 307 315 324
21 167 241 275 298 325 328 342
15 160 252 274 276 295 359 503
16 157 235 272 300 332 336 407
18 165 227 284 292 322 410 500
18 168 212 232 276 290 310 371
16 159 208 242 283 324 377 496
19 166 209 240 273 321 337 338
19 163 197 227 272 295 299 414
17 164 190 224 289 299 386 418
20 151 188 195 229 297 306 375
21 149 192 254 278 287 322 428
17 152 239 274 300 309 327 389
21 150 253 273 281 363 367 498
22 146 247 276 289 306 351 501
16 150 228 276 279 368 382 396
20 149 224 290 312 341 349 366
17 148 219 232 287 311 316 329
20 148 216 234 283 293 320 321
19 155 215 236 275 296 301 422
22 147 221 227 286 303 341 364
19 146 205 233 288 319 334 439
21 147 210 233 274 305 391 408
18 153 208 225 304 309 323 434
19 151 211 225 278 308 380 381
20 153 196 226 279 318 328 411
18 154 190 245 288 313 333 365
22 154 189 235 315 325 335 376
22 152 191 209 226 317 393 427
16 155 191 193 224 277 413 429
22 144 192 237 291 301 355 433
18 140 204 248 273 347 354 369
19 141 249 318 327 394 430 496
15 144 246 277 311 334 372 499
15 143 244 283 286 314 374 431
19 143 228 329 356 373 421 497
16 142 231 284 305 338 370 502
17 142 238 275 340 378 384 506
22 142 225 281 293 352 409 412
21 145 217 234 289 294 331 361
20 140 214 236 274 335 362 505
20 144 220 238 272 333 344 404
15 145 213 226 296 302 398 500
16 140 211 230 285 342 345 388
18 143 210 229 291 330 353 395
15 141 207 230 281 312 397 436
16 145 206 218 237 288 297 425
18 141 191 256 280 294 343 416
38 73 188 245 407 433 456 462
23 74 192 231 318 347 454 489
68 75 260 298 326 370 404 424
69 75 259 319 322 396 409 418
70 73 271 309 341 345 417 422
62 77 263 287 306 398 416 484
63 72 257 288 307 374 428 443
64 77 267 283 325 371 381 479
65 76 262 284 314 346 380 478
66 73 265 280 338 357 359 493
67 74 258 290 342 372 389 453
60 75 264 273 360 411 437 441
61 77 268 274 383 403 425 494
24 74 261 272 302 400 488 491
58 74 250 337 351 384 395 406
59 74 255 297 386 402 405 412
52 75 242 295 313 415 427 459
53 77 251 301 323 366 388 487
54 76 256 300 328 364 392 470
55 73 241 324 334 352 410 482
56 73 244 316 331 362 368 466
57 76 254 293 296 369 438 465
50 72 248 289 379 397 421 471
51 77 240 277 353 378 426 448
47 73 247 278 320 429 458 464
48 72 246 285 321 343 455 476
49 72 253 291 332 349 468 495
44 72 232 305 375 393 414 486
45 76 229 340 350 361 377 467
46 74 234 308 365 399 419 451
41 75 235 294 311 420 452 492
42 74 228 292 335 436 457 490
43 76 230 329 333 391 447 483
25 75 236 286 310 442 444 449
39 76 224 355 367 423 439 485
40 72 225 344 382 385 432 460
26 73 226 299 354 408 440 474
27 77 227 279 390 446 469 473
28 77 201 270 281 336 348 356
29 76 200 243 276 387 430 472
30 72 203 252 275 303 445 461
31 73 198 238 330 363 376 394
32 75 202 237 304 312 373 475
33 75 195 269 327 339 413 435
34 76 197 266 282 315 434 477
35 77 190 249 317 358 463 481
36 74 191 233 401 431 450 480
37 72 189 193 194 196 199 239
40 129 136 204 223 391 449 488
62 129 134 345 409 457 499 510
52 93 134 371 385 399 439 456
53 115 136 293 456 475 503 504
39 99 136 307 390 489 493 501
31 101 137 304 386 403 495 507
67 99 134 321 410 413 477 509
28 101 135 294 414 438 462 489
36 89 136 309 350 397 452 481
36 124 132 301 368 435 455 483
49 90 132 320 346 360 454 494
53 95 135 297 410 430 442 461
57 86 132 312 393 410 484 488
61 86 133 303 357 415 447 450
62 115 137 300 432 437 450 464
47 102 135 290 441 483 502 511
38 103 133 289 388 444 465 490
44 97 134 221 354 420 425 483
26 108 133 222 326 416 454 460
39 105 132 220 337 409 471 474
56 113 135 216 300 428 469 490
49 111 135 214 219 357 396 479
67 101 133 210 422 470 473 504
39 84 137 207 305 444 453 479
63 127 132 208 213 392 446 462
56 120 134 200 360 366 405 421
26 123 137 200 275 446 452 491
58 103 134 203 213 350 394 426
44 91 136 201 214 313 384 458
48 119 133 201 208 376 439 441
23 98 137 201 211 374 410 467
26 129 135 199 202 308 353 367
64 89 133 193 365 409 430 466
51 107 136 195 314 343 482 490
70 107 137 193 295 395 463 483
31 94 132 196 197 370 371 490
68 85 173 188 240 419 443 483
35 114 186 188 215 262 409 495
27 121 170 192 262 309 321 444
45 118 178 192 267 280 382 441
68 129 187 192 252 324 356 470
50 115 180 192 197 244 378 420
41 121 179 204 265 375 387 401
58 95 173 204 271 328 373 476
42 96 178 204 224 445 459 462
52 131 172 223 240 300 412 500
54 111 185 261 366 474 496 506
25 106 184 267 389 423 497 510
61 128 170 264 372 438 458 496
23 93 186 264 398 434 445 497
43 88 180 271 326 487 498 500
32 118 177 270 333 490 496 508
26 116 178 258 323 329 501 505
26 110 171 270 315 322 375 503
26 122 176 268 313 321 364 436
30 107 171 263 310 338 355 405
33 127 180 270 303 334 369 386
37 91 177 262 299 342 426 435
42 104 184 262 326 336 359 393
43 125 183 267 304 337 375 429
38 131 181 268 282 347 393 506
29 100 186 258 288 357 378 424
69 126 178 266 285 331 395 484
63 95 175 269 272 416 423 458
23 94 175 242 331 375 473 499
52 90 184 250 315 343 422 502
66 96 182 254 297 371 397 506
25 87 177 246 306 347 357 392
40 101 181 249 322 351 362 423
45 101 173 239 313 352 366 431
46 86 176 251 310 344 350 429
48 109 179 255 329 370 426 433
65 130 182 252 319 354 390 400
49 93 183 244 292 328 463 501
58 104 182 243 294 301 374 508
69 125 172 245 303 318 367 509
37 116 180 243 312 338 399 473
40 116 170 256 295 297 376 448
42 117 171 239 296 330 420 479
24 126 186 254 286 394 460 502
60 86 179 256 283 384 408 495
60 111 172 243 278 379 425 480
70 86 185 248 279 412 423 492
46 120 187 253 284 327 448 462
58 94 185 245 274 380 441 468
64 126 176 233 360 433 500 507
29 96 174 231 339 363 463 504
48 120 174 229 302 396 403 508
28 123 175 237 292 391 394 471
45 112 186 232 335 413 417 446
46 128 181 237 299 343 387 479
60 129 177 232 296 402 407 463
68 125 181 233 293 332 446 508
54 119 180 228 317 320 443 449
58 113 170 232 281 404 493 507
37 100 183 236 287 412 462 467
33 84 173 238 276 454 481 510
33 87 170 226 365 421 467 502
29 88 187 225 311 408 490 509
59 87 187 222 257 312 330 383
54 130 174 215 267 289 404 410
66 109 187 215 266 279 313 511
69 85 179 212 268 272 467 504
32 92 172 215 244 305 350 416
39 104 179 221 241 327 382 398
68 93 171 217 246 341 384 430
57 112 183 221 238 343 356 437
64 115 173 218 236 367 372 393
33 94 181 215 230 307 353 464
62 88 185 212 234 315 435 461
64 123 185 221 229 338 428 459
32 105 184 214 227 363 405 443
33 123 182 214 225 401 407 484
54 112 171 218 225 415 426 489
68 96 175 219 226 388 432 477
36 87 178 218 227 298 465 495
60 100 181 220 222 228 309 461
26 124 174 205 264 314 349 412
38 99 180 206 264 325 344 395
51 114 176 211 252 363 406 438
68 98 185 206 247 358 414 436
69 113 184 208 247 349 378 391
25 89 179 209 252 292 366 464
27 92 173 211 255 315 357 471
30 99 173 208 254 299 383 492
40 90 174 209 245 342 420 469
52 84 177 206 253 323 400 466
62 117 176 208 243 298 362 486
53 126 183 207 235 347 380 443
61 88 178 209 238 374 402 475
62 109 170 210 224 400 443 482
34 101 177 205 221 260 320 397
45 124 175 207 216 250 303 448
36 120 180 211 217 232 423 440
46 95 186 209 210 270 368 379
67 87 185 199 244 319 336 387
39 87 174 203 242 278 335 487
40 114 183 200 234 334 370 383
25 96 172 201 234 291 417 478
45 107 182 202 220 247 342 500
29 106 170 202 221 251 331 332
27 117 183 203 206 269 290 408
55 112 176 197 204 257 389 396
24 101 172 195 257 325 329 359
43 84 186 196 268 294 324 405
65 111 178 196 269 281 419 422
54 104 175 193 258 273 383 456
46 115 182 194 242 329 341 494
55 113 181 193 255 286 361 487
41 120 172 193 238 390 434 436
62 102 174 196 237 359 369 384
60 122 184 194 229 334 388 489
53 97 187 191 264 340 362 471
55 85 182 190 264 305 392 457
58 131 187 189 263 320 418 447
33 93 176 189 261 280 469 478
32 124 179 189 254 345 358 451
67 126 171 190 253 373 377 464
48 88 175 190 236 346 480 493
65 100 171 191 216 241 403 510
41 116 184 190 203 261 293 368
69 102 177 191 200 271 307 381
52 95 158 192 230 403 474 486
33 103 169 223 258 283 355 414
61 117 161 223 231 319 361 455
27 107 159 260 369 468 480 497
27 124 164 257 407 427 430 498
36 130 169 268 373 376 428 499
28 117 166 271 314 365 382 506
44 127 157 263 292 361 422 424
50 98 156 259 333 383 401 422
70 91 158 257 308 377 398 404
30 121 165 266 308 317 437 508
42 124 163 259 306 324 385 507
28 86 160 259 316 342 434 443
63 116 165 260 318 340 345 479
55 105 162 269 291 381 447 503
34 122 157 265 290 374 409 448
35 120 163 260 280 372 391 461
66 112 161 249 349 419 444 499
51 123 162 239 347 368 404 439
45 128 169 248 317 370 466 503
29 98 159 239 337 416 433 449
43 103 157 246 308 362 390 459
57 92 162 247 311 365 403 445
59 94 157 241 323 379 438 449
64 121 160 250 339 379 392 440
69 103 167 239 297 346 356 440
34 100 166 242 291 358 440 488
35 127 168 239 278 400 475 477
36 109 157 247 273 460 478 479
56 122 156 237 380 445 481 498
70 114 161 237 392 431 505 509
39 108 160 234 373 378 407 511
55 118 168 235 367 384 421 473
56 112 166 230 306 480 492 504
41 119 167 231 341 353 471 507
49 104 164 230 310 376 491 509
51 102 169 236 332 434 451 474
66 105 164 233 323 420 467 476
48 129 156 227 429 453 472 506
60 98 158 224 394 455 469 503
32 112 157 226 395 439 461 494
41 114 159 226 348 428 447 453
44 114 166 224 325 442 454 508
24 94 162 218 259 321 340 463
40 84 162 213 266 336 341 480
38 95 168 221 259 277 478 505
24 110 159 214 271 289 437 448
32 97 158 217 258 282 352 468
34 113 164 218 252 399 411 416
48 110 168 220 244 419 427 438
50 85 165 216 251 359 402 439
50 126 166 219 256 352 390 435
52 108 167 219 249 369 374 429
41 127 158 218 251 314 351 511
51 121 163 219 245 312 361 510
29 122 163 213 248 325 419 464
51 97 156 212 242 328 386 460
31 122 165 217 236 382 400 447
47 96 165 222 235 426 431 486
61 102 164 213 228 352 375 478
43 89 168 216 231 299 468 484
30 97 161 210 267 346 407 436
56 109 167 205 269 377 393 406
43 92 160 205 261 330 432 442
48 106 160 206 263 318 352 452
57 91 169 210 265 318 385 487
55 103 156 209 260 287 491 511
23 109 163 199 271 293 310 425
39 131 163 198 270 285 411 431
62 125 162 198 258 284 397 427
27 96 169 199 241 333 351 360
38 92 165 200 242 281 389 455
53 90 159 198 232 319 364 451
64 91 156 198 228 294 349 477
25 128 167 198 225 302 473 483
63 93 166 198 202 255 274 465
57 118 164 194 240 339 362 453
54 108 168 195 233 345 348 445
25 99 158 196 233 316 448 472
58 100 161 195 227 432 466 485
60 130 167 197 207 263 365 505
47 104 159 197 210 246 412 481
59 126 161 194 201 260 276 474
49 122 160 191 223 254 404 473
63 110 150 223 262 311 366 395
35 97 148 269 376 387 489 500
50 107 147 261 381 411 462 499
68 90 150 265 350 381 386 505
35 90 153 257 331 355 450 506
37 95 146 266 283 363 452 457
31 106 149 240 377 401 461 501
34 128 155 245 348 405 486 501
63 115 151 241 418 436 472 502
31 110 147 243 347 358 413 511
65 108 149 255 368 414 437 509
37 130 151 251 391 417 427 454
44 88 146 254 353 389 411 466
45 108 153 246 363 418 425 488
23 127 154 240 396 397 408 485
38 91 148 252 304 480 485 502
30 102 154 244 327 388 488 507
31 129 152 250 288 478 487 492
32 117 151 248 277 470 491 493
63 118 155 234 354 415 481 507
34 111 152 231 344 373 446 482
50 84 152 229 298 451 458 509
27 131 155 229 316 457 460 475
59 123 154 217 262 411 429 504
28 115 146 222 265 302 413 468
31 89 151 219 264 336 355 476
65 128 147 212 257 337 388 452
44 87 150 216 249 433 434 491
57 119 151 212 253 424 431 469
70 105 154 216 243 356 372 460
23 103 155 220 253 359 364 492
69 93 148 222 248 301 453 482
61 107 149 215 235 385 440 472
28 116 152 212 215 246 360 485
24 118 152 211 263 349 387 456
29 91 155 207 261 322 476 494
30 94 150 205 256 417 453 475
35 102 146 207 255 344 459 470
46 98 153 205 235 465 493 510
56 121 147 201 258 296 344 418
54 84 154 202 265 287 406 455
38 105 149 199 256 302 424 481
42 130 153 200 240 286 458 468
64 110 153 203 230 402 424 482
52 114 147 199 228 340 484 493
70 118 146 203 219 268 284 449
43 90 149 201 218 248 327 457
47 106 150 195 268 296 399 471
66 106 148 193 270 298 380 488
61 123 148 197 253 345 351 442
40 85 143 263 413 465 474 498
55 119 141 262 425 432 451 501
59 89 140 269 364 378 385 508
47 99 140 261 356 361 427 495
49 85 145 270 309 406 459 472
59 106 144 271 305 415 469 477
65 86 145 260 335 353 456 476
37 92 145 249 364 401 441 482
37 97 144 250 348 396 464 465
67 124 145 238 381 449 485 486
25 117 141 220 266 386 428 456
56 127 142 222 267 295 451 476
35 125 143 214 241 399 455 492
67 131 141 214 251 370 440 445
65 131 144 208 265 421 442 463
42 125 144 211 256 466 494 511
34 85 140 199 267 311 394 450
66 119 140 200 250 398 414 475
66 128 143 203 217 259 300 454
42 99 142 202 212 249 379 447
47 88 141 194 259 355 406 446
49 98 142 195 266 354 372 487
36 110 142 194 245 398 442 470
53 121 143 196 247 415 485 491
67 113 139 188 369 382 452 494
50 109 139 223 304 335 348 430
46 105 138 223 275 306 441 477
23 113 138 317 330 435 472 505
41 100 138 285 371 458 470 498
47 120 139 288 328 444 484 503
24 119 139 282 301 408 459 510
59 130 139 213 316 343 358 367
44 116 139 220 324 339 380 450
53 108 138 213 333 338 389 495
57 111 138 217 295 307 433 457
51 104 138 206 322 417 421 450
70 92 139 209 332 371 418 489
24 89 138 202 279 334 346 486
30 111 139 198 277 326 351 467
28 125 138 189 354 377 402 444
36 78 183 353 359 418 477 496
53 81 172 299 382 406 424 499
48 78 186 300 312 351 354 381
61 81 184 308 328 397 413 433
57 83 175 309 319 325 405 511
39 78 176 297 311 317 422 468
51 83 178 302 305 320 430 492
65 81 180 306 313 332 394 453
50 80 181 290 346 363 398 415
38 78 171 279 339 374 391 451
52 83 179 289 330 372 380 446
60 78 173 284 331 348 385 491
63 81 174 282 310 356 401 466
55 81 185 285 296 304 448 454
56 80 182 277 315 318 449 495
64 80 187 272 369 417 455 501
41 80 177 274 355 410 419 460
43 80 170 275 358 396 431 456
37 83 157 497 503 506 507 509
40 83 168 301 357 377 411 436
66 82 159 292 344 367 403 435
31 78 161 293 342 416 421 459
33 83 165 316 337 349 425 470
45 82 156 307 336 399 408 442
47 78 166 303 323 387 404 457
69 79 158 335 338 432 438 481
54 82 163 291 362 402 452 502
28 80 164 278 364 370 395 510
24 79 169 281 392 420 429 461
44 80 162 280 373 388 412 472
32 82 167 276 321 450 462 487
35 81 160 273 341 467 486 490
34 79 151 368 383 384 444 500
25 78 154 340 414 482 494 498
58 82 149 334 427 434 479 504
49 79 147 324 365 423 426 475
68 82 155 314 376 379 389 484
23 79 146 298 343 366 407 447
42 80 148 288 350 437 473 474
67 79 153 287 295 471 478 508
59 81 152 283 322 445 483 493
62 83 150 286 333 440 476 489
29 79 143 345 386 390 393 441
70 82 141 360 375 378 400 465
27 81 142 294 439 464 488 505
26 79 144 327 361 371 443 480
30 82 145 329 347 409 458 469
46 83 140 326 352 428 463 485
