0 1 2 3 4 5 6 7 8 9
16 114 222 401 517 546 566 583 780 793
20 91 108 113 114 115 116 117 118 119
21 91 110 126 134 137 146 154 160 166
22 91 112 122 132 140 142 153 161 171
19 91 121 135 139 143 144 148 155 158
25 91 111 123 127 145 149 151 163 168
26 91 120 128 133 136 147 156 167 169
23 91 109 125 130 141 152 159 162 165
24 91 124 129 131 138 150 157 164 170
22 180 253 318 380 381 454 455 456 457
21 190 252 308 378 379 450 451 452 453
24 239 275 367 421 423 436 543 548 549
25 238 273 364 420 424 437 540 544 550
26 236 272 366 422 426 437 542 545 551
23 237 274 365 425 427 436 541 546 547
20 185 248 363 383 384 458 536 537 539
20 240 275 370 398 402 468 495 514 526
20 217 268 352 399 424 445 471 503 560
20 221 265 325 373 410 453 490 510 556
20 203 264 335 388 430 506 513 542 561
20 205 257 347 414 428 439 497 523 547
20 200 244 317 395 397 472 474 477 483
20 193 270 338 380 403 446 498 509 562
21 181 261 349 390 408 481 498 533 557
21 241 255 321 385 435 456 482 508 537
21 214 274 336 391 419 442 447 469 514
21 216 259 346 377 418 477 511 525 558
21 209 245 339 375 400 470 497 534 543
21 199 267 354 401 434 462 513 550 552
21 192 251 344 409 422 475 524 530 560
22 191 254 360 387 397 451 519 554 563
22 229 258 314 407 410 466 501 538 558
22 224 256 368 396 398 449 521 534 541
22 220 260 340 384 431 443 481 505 517
22 218 250 357 414 421 440 469 480 507
22 213 247 326 382 399 496 529 545 552
22 211 273 337 372 430 460 476 515 530
19 182 246 369 433 435 438 441 443 562
19 242 249 311 376 377 444 553 554 556
19 230 269 341 400 427 459 480 526 528
19 226 266 329 409 416 473 496 506 540
19 215 271 358 378 405 461 483 501 516
19 212 262 328 386 419 478 521 523 549
19 210 263 343 392 408 455 492 518 539
19 201 272 361 401 404 488 503 515 532
25 188 247 362 388 412 487 502 524 532
24 189 268 353 372 412 462 465 473 551
25 197 256 332 423 428 442 459 485 520
26 198 262 333 375 425 440 495 520 535
23 186 255 334 392 429 494 500 505 509
24 183 270 327 393 431 492 504 508 531
26 184 263 342 385 389 446 479 493 517
25 187 260 322 403 411 448 482 486 518
23 243 245 319 386 415 468 485 507 522
23 233 259 316 405 413 463 484 510 563
26 235 249 355 379 413 466 474 499 559
25 234 250 331 402 432 464 470 478 546
25 231 253 359 383 393 438 493 494 557
26 227 269 320 391 415 439 449 464 548
26 228 266 356 394 434 460 471 502 555
25 232 258 371 395 406 450 463 527 553
24 223 257 348 396 432 447 522 528 535
24 225 248 324 381 411 441 479 500 533
24 222 244 330 407 417 444 452 467 484
24 219 265 313 387 406 461 491 511 559
23 208 267 309 416 426 445 476 487 512
23 207 251 323 394 404 465 529 544 561
26 206 246 345 390 429 454 458 486 531
26 204 271 315 374 418 467 490 519 527
23 202 261 350 389 433 448 457 504 536
25 196 254 312 373 417 489 499 516 525
24 195 264 310 382 420 475 488 512 555
23 194 252 351 374 376 472 489 491 538
27 95 320 384 462 463 578 579 710 711
35 93 308 382 458 459 575 576 706 707
90 99 363 419 437 538 673 675 804 806
89 98 362 418 436 539 672 674 805 807
36 94 319 383 460 461 564 577 708 709
88 97 361 417 534 536 668 670 692 802
87 96 360 416 535 537 669 671 693 803
37 96 352 378 457 464 600 678 717 817
38 97 348 429 501 524 568 594 753 762
39 93 340 386 467 560 607 681 752 774
40 99 331 390 484 506 641 691 705 766
28 93 356 410 508 546 604 650 734 786
29 94 342 414 452 487 630 666 736 767
30 92 315 430 447 448 571 677 808 810
31 99 355 399 494 543 596 617 714 771
32 98 333 380 475 489 616 649 772 797
33 97 366 397 485 533 610 627 758 773
34 96 345 398 511 544 591 632 760 800
85 95 321 421 516 542 573 592 695 799
83 92 309 395 454 549 646 652 726 789
86 92 368 392 453 551 581 667 749 780
84 96 312 434 500 523 588 608 776 785
82 94 343 432 472 552 590 620 747 768
81 94 339 381 490 540 566 655 733 813
80 98 350 428 466 473 642 654 696 754
78 94 335 377 505 520 597 690 722 755
79 98 313 426 443 470 612 661 740 798
77 96 336 431 474 532 582 658 694 746
73 93 370 408 476 499 629 638 702 796
76 93 367 389 550 554 631 643 698 730
71 94 371 422 504 526 637 676 724 735
74 94 314 404 498 548 639 685 718 743
75 95 341 411 445 558 593 648 712 761
72 97 346 372 446 478 626 635 725 748
70 97 316 424 440 492 585 651 713 781
67 95 337 376 497 531 602 686 777 778
68 96 369 423 510 530 572 583 739 779
69 96 353 374 480 557 615 625 727 751
61 93 351 388 441 449 598 664 756 792
65 94 310 413 482 521 586 621 701 791
66 95 330 394 442 455 657 680 745 763
63 92 354 407 438 495 584 606 738 744
62 92 332 385 491 503 595 605 794 819
64 99 357 433 477 555 609 618 765 783
56 93 322 375 465 483 640 665 775 816
57 92 338 400 502 563 589 633 728 757
59 92 327 415 496 525 601 622 699 719
58 98 328 393 451 561 574 662 750 770
60 99 324 425 450 515 569 645 703 729
55 96 365 403 444 545 636 659 697 732
53 95 364 379 522 562 599 611 764 809
54 98 326 405 479 514 623 683 721 814
52 92 358 420 481 547 619 684 720 723
51 99 323 373 517 528 653 679 737 795
49 97 359 391 512 556 614 689 716 793
50 97 347 435 527 529 580 682 731 801
46 95 317 409 493 541 624 656 788 818
45 98 349 396 471 553 565 628 715 790
48 99 311 412 456 468 634 647 769 815
47 97 318 427 513 559 587 603 704 759
44 93 329 406 469 509 663 687 742 812
43 95 334 402 488 519 567 644 782 811
41 99 344 387 439 518 570 613 741 787
42 98 325 401 486 507 660 688 700 784
27 120 175 255 387 388 716 717 718 719
37 108 174 254 385 386 712 713 714 715
84 163 177 268 408 415 692 795 797 799
85 160 179 269 410 412 693 791 794 801
86 161 178 270 409 413 692 790 792 800
83 162 176 271 411 414 693 793 796 798
35 134 177 266 393 414 703 749 764 817
36 125 178 263 397 412 699 700 752 764
38 170 175 253 379 416 715 737 768 808
39 153 179 275 377 426 694 711 720 795
40 168 178 248 378 426 725 747 782 786
29 169 172 245 372 373 698 814 818 819
31 167 173 251 428 431 701 702 704 809
33 156 174 259 403 421 735 740 780 804
32 147 178 261 407 424 729 755 775 803
30 136 177 267 381 402 731 751 774 807
28 133 176 252 383 396 745 757 765 785
34 128 179 274 382 395 753 766 778 784
89 123 174 265 400 429 694 736 769 792
90 115 172 250 416 418 707 708 710 802
87 171 173 268 389 400 750 773 782 787
88 155 176 259 402 431 718 729 784 819
81 166 175 263 399 417 728 777 798 816
80 152 179 262 417 430 724 730 783 817
82 148 179 245 387 424 702 745 780 807
77 126 178 246 406 430 721 763 793 806
79 124 177 247 385 427 708 741 760 812
78 117 176 258 390 427 695 756 770 808
70 109 177 272 384 423 705 721 728 791
76 164 178 260 404 418 695 714 726 739
75 158 178 255 373 382 704 735 751 757
72 137 173 272 398 411 699 722 783 805
71 127 173 264 425 435 711 742 789 790
74 122 177 264 419 429 696 738 761 786
73 113 175 260 405 422 744 760 811 815
69 150 176 254 375 392 710 748 754 815
68 144 172 274 388 407 731 740 765 809
67 140 174 244 408 425 709 725 779 810
66 157 173 273 386 390 697 744 767 802
63 146 174 271 384 432 700 730 759 776
62 145 175 270 377 394 696 706 773 779
65 138 174 258 391 433 707 723 772 811
64 132 175 248 374 401 736 742 781 799
61 130 173 266 380 432 727 777 794 806
55 159 175 246 410 420 703 759 788 805
56 151 172 275 401 413 732 761 787 810
58 143 175 261 372 395 701 774 785 804
59 131 172 256 376 422 713 734 746 770
60 129 179 250 405 434 712 733 756 758
57 119 179 256 379 404 697 748 772 812
54 112 176 265 415 435 706 732 747 771
53 149 176 244 389 419 720 781 800 813
51 141 174 249 393 398 743 763 801 816
52 135 173 267 383 421 717 753 775 814
49 111 179 257 374 409 709 738 750 771
50 116 178 253 376 434 723 741 754 767
45 154 172 262 397 420 705 727 743 796
47 142 172 257 378 394 769 789 797 813
48 139 177 251 396 403 698 716 755 778
46 114 177 273 375 433 726 746 758 768
44 121 174 252 381 428 719 766 803 818
43 165 172 269 399 406 722 749 762 776
41 110 176 249 380 423 724 752 762 788
42 118 173 247 391 392 733 734 737 739
27 108 180 276 308 436 437 564 692 693
27 123 194 286 324 469 471 580 724 726
27 124 192 284 322 466 468 581 725 727
27 122 193 285 323 467 470 582 722 723
81 108 235 305 359 528 530 667 784 786
82 108 233 307 357 532 533 665 788 789
80 108 234 306 358 529 531 666 785 787
78 159 180 304 355 523 524 663 780 782
79 158 180 303 354 522 527 664 779 783
77 157 180 302 356 525 526 662 778 781
71 154 228 276 348 510 518 656 772 774
72 151 230 276 352 508 519 661 766 768
73 156 232 276 350 513 521 658 764 771
74 152 226 276 347 511 517 657 770 775
75 150 231 276 351 514 515 655 773 776
76 155 229 276 349 512 520 659 769 777
70 153 227 276 353 509 516 660 765 767
68 149 223 300 308 503 505 654 758 763
69 148 224 299 308 502 504 653 759 761
67 147 225 301 308 506 507 652 760 762
62 141 222 296 343 437 497 649 751 756
63 142 219 294 341 437 498 650 753 754
64 146 221 293 345 436 496 648 748 755
65 144 218 298 346 437 500 646 750 752
66 143 220 297 344 436 499 651 747 749
61 145 217 295 342 436 501 647 746 757
38 121 191 283 321 464 465 564 720 721
56 136 214 289 335 489 492 645 693 744
57 137 212 290 337 490 494 640 692 740
58 140 216 291 338 485 488 643 693 741
59 139 211 287 339 484 493 642 693 742
60 135 213 292 336 486 491 644 692 743
55 138 215 288 340 487 495 641 692 745
35 111 212 283 335 466 533 657 739 819
35 161 189 295 343 514 527 596 697 719
35 129 211 286 333 482 556 684 765 782
35 116 184 280 362 461 534 669 711 804
36 171 236 299 324 478 510 638 778 808
36 150 242 305 318 439 544 595 740 742
36 149 193 293 355 480 512 574 744 818
36 118 187 281 361 535 538 579 706 807
37 169 197 299 351 496 498 570 711 793
37 158 216 277 322 460 547 683 762 799
37 154 242 285 368 458 487 611 729 750
37 125 220 289 315 526 550 670 696 765
38 141 184 288 312 469 488 667 755 771
38 136 202 284 337 459 511 691 700 789
38 134 238 281 369 467 541 616 735 787
39 156 219 300 339 529 539 567 727 808
39 141 230 297 325 460 533 622 809 815
39 135 237 289 310 446 451 675 726 776
39 137 203 282 333 501 504 583 741 818
40 162 219 293 369 502 514 578 701 713
40 137 184 298 353 547 553 638 718 758
40 135 217 285 350 525 535 566 788 812
40 133 241 291 325 544 549 568 707 777
28 111 243 281 313 446 552 678 705 811
29 112 240 280 316 555 557 573 700 812
32 171 185 278 309 442 559 566 815 817
28 170 181 277 371 440 561 686 694 699
30 168 186 279 310 439 558 688 697 816
33 164 241 282 312 445 449 683 703 813
33 161 221 301 334 535 550 613 728 770
29 163 207 289 348 456 474 633 756 805
32 157 199 294 359 519 547 609 706 791
33 151 237 302 330 458 530 597 754 794
30 153 217 288 319 450 531 626 739 796
29 150 216 307 331 536 545 607 738 763
32 149 233 291 327 534 542 629 737 776
31 142 203 305 365 479 525 576 768 801
31 145 202 306 353 451 495 624 708 793
34 138 190 295 332 460 509 603 787 798
34 140 205 300 351 482 551 628 788 802
31 131 214 296 362 454 510 639 730 799
28 132 200 290 350 524 548 606 712 806
30 129 209 293 364 472 517 671 762 790
34 127 208 304 367 481 490 675 713 764
28 119 191 298 339 486 512 653 749 779
33 115 229 299 336 465 493 646 747 783
29 114 224 292 344 500 527 642 720 777
32 117 220 283 346 502 522 659 742 743
34 118 218 287 354 499 504 644 721 769
31 113 211 303 349 464 491 651 752 761
30 116 213 297 321 484 520 664 750 759
89 169 190 302 347 448 488 615 733 752
89 165 223 284 358 493 513 650 697 729
90 162 191 279 333 503 557 590 778 792
89 158 193 290 316 442 551 613 768 796
90 155 209 295 312 454 561 607 725 791
90 136 188 292 365 443 453 592 724 773
90 134 230 301 326 448 474 689 742 745
89 126 235 292 327 445 478 690 760 765
87 169 239 305 354 483 505 585 703 772
87 166 193 307 356 491 521 647 695 731
87 165 201 283 370 452 454 661 712 716
88 153 214 302 317 441 544 586 715 749
88 145 219 301 321 476 523 679 699 772
87 143 207 279 327 469 490 624 705 754
88 129 232 299 365 455 560 584 705 736
88 113 186 282 360 459 462 674 709 806
86 110 200 296 342 515 522 574 707 717
83 111 221 294 320 504 515 687 715 731
85 171 223 282 329 477 486 630 713 751
86 167 195 278 321 526 538 636 758 798
84 160 236 283 367 438 472 660 704 710
86 155 202 286 330 439 552 629 713 805
84 148 240 305 309 467 482 626 770 806
84 147 192 279 338 461 546 680 715 783
85 138 224 279 355 539 550 572 718 789
83 132 184 292 330 468 540 600 704 772
86 130 182 299 335 519 543 594 785 812
83 129 230 285 314 494 542 672 698 779
84 125 183 307 329 453 520 596 753 811
85 123 242 303 370 475 517 622 785 802
85 118 228 290 331 441 451 587 755 810
83 113 196 304 343 541 555 610 694 775
82 171 192 289 347 444 494 601 707 721
81 163 201 299 363 440 511 631 723 809
82 157 197 292 323 501 537 565 764 810
80 157 201 301 368 446 463 640 751 769
81 140 183 293 311 464 513 649 726 745
80 140 204 297 348 438 445 673 718 734
80 127 240 277 366 455 491 583 707 755
82 123 239 280 346 457 506 567 734 798
81 124 220 281 366 450 523 593 792 814
77 112 225 296 358 520 560 578 737 740
79 160 197 286 361 531 563 617 775 813
78 160 215 278 357 446 544 672 719 761
78 143 190 282 359 468 545 686 730 790
78 128 234 298 316 515 537 584 797 816
77 127 226 298 338 449 452 594 807 815
79 128 207 293 368 516 533 676 732 806
79 125 228 300 359 549 558 669 702 736
77 117 204 288 322 549 552 618 773 818
75 112 190 286 363 473 546 568 743 744
71 120 199 306 363 444 485 612 695 749
73 109 213 302 342 470 556 593 789 803
70 168 203 307 345 522 554 619 733 804
76 167 186 294 326 452 478 605 788 795
70 164 182 300 337 474 546 637 719 750
76 162 206 305 371 473 534 618 717 810
71 159 225 295 361 464 477 677 698 754
74 158 208 306 324 474 534 688 794 811
73 146 182 305 314 471 485 641 720 751
71 144 205 288 323 557 559 576 712 728
76 137 188 302 343 507 559 579 738 785
73 139 241 294 362 440 472 581 763 787
72 131 213 291 320 483 557 634 696 780
72 132 195 307 369 497 499 677 708 729
75 127 183 285 344 483 507 636 791 808
74 128 223 288 344 457 556 598 699 710
74 126 185 295 366 480 484 619 702 715
70 119 188 291 341 457 467 617 790 819
75 118 207 284 340 543 553 605 781 817
72 113 206 300 364 444 469 685 757 797
69 120 233 277 340 447 540 674 782 801
69 166 187 289 358 476 548 610 766 790
67 154 240 294 355 443 465 668 733 757
69 152 235 285 332 441 552 602 797 804
67 144 233 281 367 456 471 597 697 793
67 125 215 287 363 449 475 625 768 819
68 124 234 287 309 498 554 592 771 805
68 122 199 304 370 448 461 645 748 777
68 117 194 295 368 508 540 614 700 795
64 121 186 291 313 495 530 580 756 764
64 109 210 298 352 447 466 631 735 802
61 170 210 280 326 485 490 608 729 761
63 168 210 292 317 460 543 625 716 770
66 169 208 296 357 508 553 588 709 728
63 164 191 304 342 442 506 670 732 774
65 165 204 278 331 492 530 623 711 757
66 159 236 280 322 451 528 685 731 800
62 156 181 286 317 487 528 643 721 748
66 154 234 291 329 479 538 571 694 716
65 147 194 282 318 532 543 599 696 796
61 142 198 283 310 536 553 656 760 780
64 136 189 285 349 523 563 577 734 763
62 139 203 278 334 450 548 582 700 802
62 134 206 299 310 468 516 682 734 803
65 126 231 304 311 529 535 604 799 819
61 115 238 286 328 505 559 571 766 799
63 115 227 285 371 456 488 623 702 800
59 110 232 306 341 505 555 591 725 807
56 110 227 297 313 536 540 589 714 778
57 121 214 307 371 445 517 603 706 727
59 109 198 290 364 456 461 681 773 784
56 109 195 282 328 498 527 632 737 745
57 167 238 287 319 455 477 565 776 786
58 163 225 278 354 541 556 577 714 727
60 156 243 295 360 438 475 665 722 781
56 155 221 300 319 479 524 573 723 817
57 141 229 306 320 482 506 572 781 814
60 146 196 279 328 457 551 666 706 809
58 138 187 283 316 496 497 658 724 786
59 133 237 307 314 462 518 614 792 817
60 130 227 301 362 444 481 587 786 818
55 123 185 296 315 465 521 648 741 784
55 122 228 298 327 459 472 682 714 814
55 114 231 302 329 548 563 616 725 809
58 114 208 294 318 447 516 691 722 792
54 120 183 290 346 503 541 679 730 767
53 166 204 287 324 459 561 600 767 780
54 160 205 284 315 455 512 687 746 804
54 159 242 292 338 440 462 621 739 766
53 152 239 294 311 486 560 627 708 719
54 148 194 302 348 481 542 678 708 816
53 143 185 301 351 470 555 606 739 801
53 128 216 281 370 473 494 586 746 759
52 170 188 297 334 477 521 575 793 797
51 161 206 287 313 532 547 690 710 774
52 151 189 288 339 538 562 585 730 760
51 151 200 284 333 496 500 668 695 702
52 132 241 279 335 463 528 612 746 752
51 131 212 278 360 448 471 611 747 753
52 115 243 293 337 452 518 588 696 801
51 116 232 289 369 507 551 604 716 813
50 110 210 288 360 542 546 595 701 769
49 121 200 280 365 531 550 628 722 815
49 167 209 304 352 441 463 601 741 743
49 146 198 303 330 509 532 673 808 814
50 135 181 284 364 449 510 609 738 798
50 133 196 283 334 480 560 655 805 810
49 130 189 277 341 499 537 630 726 740
50 130 211 281 345 442 483 662 718 795
48 111 195 305 336 539 563 598 762 767
48 164 238 303 350 453 480 635 711 816
48 161 181 306 352 489 549 680 733 759
47 162 212 303 317 508 545 569 723 807
45 150 218 306 315 524 562 590 795 803
46 152 218 291 356 450 539 684 704 732
46 147 187 297 323 514 554 635 736 794
45 149 215 297 347 454 462 569 735 812
46 148 199 296 331 466 509 671 699 813
47 139 243 304 353 458 558 633 724 737
47 134 217 277 320 500 554 620 744 784
47 133 222 280 336 476 562 654 714 791
46 126 201 280 340 439 489 637 753 779
45 122 239 277 361 453 493 632 701 756
45 114 236 301 332 492 558 681 717 771
48 119 237 296 326 438 511 676 782 796
43 112 235 303 367 518 561 589 758 803
44 168 222 290 349 526 529 652 703 710
43 163 205 282 356 443 484 620 717 748
44 142 209 281 325 487 492 615 695 783
44 131 196 298 319 443 513 570 794 800
43 124 226 290 357 458 489 689 701 720
43 117 197 279 311 476 479 591 735 738
44 116 202 277 314 475 478 599 728 732
42 120 231 303 309 497 501 575 705 800
41 170 229 289 345 470 503 663 704 709
42 166 226 300 318 463 495 608 698 747
42 165 224 286 366 525 562 634 709 774
41 153 222 284 328 502 537 627 698 811
41 145 182 287 325 447 545 621 712 775
42 144 192 293 332 519 536 639 694 703
41 119 198 278 312 473 481 602 731 736
27 126 195 256 325 389 584 587 588 590
27 125 196 257 326 390 583 585 586 589
54 108 209 266 334 407 632 634 637 638
53 108 210 267 333 406 633 635 636 639
52 134 180 265 331 404 625 627 628 629
51 133 180 264 332 405 624 626 630 631
50 132 208 262 308 403 617 620 622 623
49 131 207 263 308 402 616 618 619 621
46 127 206 259 328 399 564 606 614 615
47 129 204 261 329 398 564 605 612 613
48 130 205 258 327 401 564 607 610 611
45 128 203 260 330 400 564 604 608 609
35 167 193 254 348 401 591 641 646 686
35 135 234 244 318 422 589 615 648 679
36 120 213 275 312 433 628 633 650 657
36 143 222 256 352 429 592 623 665 684
37 112 186 272 339 395 587 616 647 657
37 149 198 251 343 410 612 626 644 691
38 168 199 262 351 431 589 630 634 672
38 161 242 245 356 411 584 639 654 675
39 131 235 255 361 414 606 659 680 691
39 115 199 246 316 396 593 595 596 600
40 170 194 269 354 403 657 666 668 681
40 113 201 245 315 393 592 597 598 603
33 110 183 247 370 374 565 684 685 691
31 109 187 244 368 434 567 568 687 690
32 166 189 250 317 429 570 572 676 681
34 165 188 248 314 375 574 679 680 682
33 162 234 264 340 379 577 601 647 660
29 160 219 260 352 425 575 599 662 667
32 159 232 275 337 385 598 615 620 673
29 152 238 270 360 391 612 638 648 652
34 154 222 253 335 415 593 618 635 674
28 141 197 268 318 418 619 636 645 656
28 146 225 273 347 413 592 605 634 669
30 137 239 254 363 394 614 623 658 663
31 134 223 258 338 426 602 655 665 670
30 130 231 265 357 422 600 643 654 668
90 111 228 255 358 398 566 599 643 651
89 150 243 266 321 395 583 617 631 685
90 153 233 263 354 428 594 604 648 685
89 117 182 251 320 417 575 577 671 675
88 146 218 264 322 376 566 596 633 661
88 141 193 247 367 378 571 609 637 642
87 124 227 259 343 430 568 599 628 653
87 114 181 249 319 382 578 670 672 673
83 121 223 247 363 413 588 635 662 681
86 170 228 274 311 384 615 626 642 665
85 169 217 253 313 419 581 610 637 659
84 157 202 249 339 388 569 610 623 648
83 156 220 268 331 376 576 594 632 688
85 144 232 270 326 375 568 577 600 619
84 118 230 259 342 420 570 580 654 686
86 113 216 262 323 381 572 650 660 689
80 169 191 248 364 427 582 596 621 629
82 165 221 260 353 419 595 616 664 686
81 158 188 275 360 390 601 654 656 687
82 154 211 270 312 427 578 606 631 688
81 147 200 256 353 435 571 607 644 672
80 144 195 260 317 415 655 663 669 691
77 120 221 250 310 408 603 611 617 642
79 171 210 252 320 420 597 607 658 679
77 143 238 257 314 385 567 645 660 668
78 140 202 266 336 373 579 619 661 681
79 127 214 249 334 372 590 600 641 650
78 123 227 267 369 397 576 605 642 680
73 168 204 274 361 380 573 588 601 653
75 166 191 257 362 433 597 622 626 632
70 167 224 265 322 416 569 597 606 649
73 161 207 269 346 383 569 571 583 602
74 157 198 252 369 399 573 643 646 674
