0 1 2 3 4 5 6 7 8
58 98 192 278 325 352 456 499 546
32 109 190 265 305 391 407 557 583
44 110 182 274 321 387 438 569 584
48 90 179 288 326 406 444 562 581
38 129 184 269 310 361 399 511 568
39 116 176 271 317 382 437 481 557
46 111 179 282 303 414 436 492 564
30 111 177 270 318 364 372 439 577
31 101 181 283 304 413 424 433 502
51 90 177 289 315 350 379 383 519
56 90 188 265 302 348 365 369 474
64 129 182 281 315 374 394 407 471
65 113 189 279 300 345 378 419 487
54 92 181 266 312 313 466 473 570
27 114 179 268 327 328 442 463 476
42 135 185 259 394 433 529 556 558
26 116 189 258 342 374 465 541 542
49 116 188 255 415 454 459 531 545
68 116 179 251 353 380 511 533 547
66 115 177 264 357 381 401 520 559
31 100 180 257 398 400 454 455 488
31 110 187 263 370 375 381 428 505
47 114 188 254 361 404 449 450 529
48 131 190 264 341 390 396 452 528
49 117 182 252 339 363 419 448 513
53 97 181 262 340 346 378 409 531
69 113 188 260 358 402 413 421 461
36 115 189 256 301 422 473 569 580
29 115 178 262 306 373 478 535 572
59 112 186 259 320 391 419 516 581
67 114 178 257 298 367 440 526 582
72 113 178 263 308 386 446 532 578
38 107 180 256 316 384 414 506 513
38 135 192 258 326 395 420 470 526
40 133 190 251 321 371 411 458 493
52 111 189 261 307 360 403 527 538
53 136 187 259 297 330 359 472 489
64 114 176 247 417 462 521 551 579
40 111 178 248 343 424 456 522 575
53 121 175 248 369 427 483 501 540
54 126 192 247 416 441 478 485 498
26 130 186 245 485 525 571 577 582
34 106 185 244 405 481 522 574 580
62 102 190 242 423 470 521 525 574
27 107 183 242 329 461 466 483 514
61 89 188 239 281 384 443 566 567
25 114 189 238 273 434 447 518 546
46 129 173 238 266 330 411 446 454
69 96 173 240 268 346 360 383 395
24 103 180 237 273 343 379 380 421
31 123 175 240 275 301 408 449 508
57 105 175 238 260 557 562 572 584
41 125 191 240 253 371 436 534 554
37 97 171 237 263 325 399 476 525
65 96 185 231 236 276 511 514 582
67 106 173 222 279 353 396 416 549
33 117 173 235 271 302 368 494 544
58 119 184 234 267 323 327 354 481
70 115 188 225 277 297 299 377 525
50 128 191 222 272 294 433 513 557
30 125 172 223 258 400 448 461 548
32 108 173 227 256 385 412 464 550
38 113 174 233 253 438 452 484 543
58 115 174 229 252 305 347 486 556
38 93 175 235 261 320 338 376 462
52 108 186 233 251 304 335 373 474
54 91 175 223 251 300 440 443 468
51 128 171 231 247 366 508 541 563
68 100 171 228 248 349 460 504 555
28 122 191 235 245 466 518 522 561
46 94 186 228 246 344 461 537 580
66 105 183 227 244 425 485 531 538
71 98 190 228 235 236 284 531 532
54 95 184 225 228 288 292 387 496
29 91 182 227 231 246 429 470 518
29 99 172 206 267 345 427 528 545
28 120 171 203 265 333 439 440 569
31 90 174 207 276 344 423 425 561
39 102 172 215 282 367 381 394 570
47 88 172 204 283 403 444 453 552
24 89 174 201 284 329 405 429 571
32 89 179 213 278 366 375 426 427
37 89 176 216 275 359 387 397 420
59 89 177 217 269 371 409 416 455
63 89 189 205 287 349 354 368 433
44 116 177 204 280 325 466 467 550
43 92 171 208 281 319 338 492 560
45 98 172 211 287 309 377 417 584
50 90 178 202 274 313 412 418 482
54 96 187 209 286 317 365 453 507
57 108 192 219 282 322 339 349 514
58 122 180 208 279 321 364 444 500
55 113 179 203 272 309 314 472 574
52 107 171 218 255 351 401 507 558
58 124 175 215 255 314 334 475 537
68 132 183 220 250 363 529 553 583
51 119 186 209 249 341 415 534 584
47 118 182 207 243 481 483 532 577
43 136 191 201 243 511 521 537 538
61 124 183 209 237 270 411 465 543
38 94 181 211 221 265 296 357 434
25 99 183 216 229 272 315 320 505
53 127 180 202 231 287 291 503 583
58 120 187 200 227 254 350 356 436
69 121 190 204 216 241 257 339 558
24 104 192 212 214 274 372 391 560
24 133 181 206 220 277 382 385 563
31 132 192 203 210 224 271 307 341
72 123 186 204 220 222 281 328 347
62 116 178 208 211 219 232 240 259
35 88 191 199 270 373 387 390 469
57 99 180 199 268 299 333 467 532
60 103 185 197 265 328 448 505 536
71 111 176 196 290 296 432 475 477
45 97 191 197 257 374 486 553 581
57 130 184 197 264 366 403 459 494
63 126 182 196 237 240 264 474 576
53 102 184 198 222 285 342 358 439
33 92 185 196 199 278 415 484 493
57 134 187 194 281 495 522 533 565
50 93 172 193 273 359 485 493 573
70 101 173 194 290 430 483 499 581
57 112 181 193 289 351 465 497 521
41 118 163 241 289 314 447 506 555
70 123 163 284 487 491 507 547 548
25 127 167 284 362 474 497 549 564
55 122 164 290 407 441 504 510 545
39 97 169 276 331 355 362 443 500
36 98 165 269 303 402 505 563 576
35 98 168 281 311 360 502 540 559
65 121 165 270 326 356 494 523 570
32 93 168 276 299 389 432 509 534
44 106 170 273 310 331 356 508 516
61 128 167 268 312 392 423 456 515
56 128 166 261 500 528 550 571 578
43 95 165 252 396 434 480 482 552
47 97 164 256 341 445 457 496 565
30 126 168 255 370 405 434 503 581
33 105 166 258 347 379 428 496 579
43 103 163 254 346 426 441 524 584
63 120 164 250 337 400 479 521 578
69 104 166 249 332 399 468 491 522
55 107 169 240 277 323 536 552 579
30 129 162 232 278 378 388 555 561
25 102 162 226 274 408 410 495 544
61 135 161 228 279 337 370 410 572
28 108 169 226 288 308 455 501 556
29 134 170 230 266 324 364 462 558
29 104 169 222 289 303 397 404 484
41 98 164 226 266 298 380 419 517
62 134 161 223 269 302 432 447 486
59 88 163 231 271 293 337 463 473
47 128 168 230 251 420 488 530 544
26 121 161 234 253 333 362 417 519
70 105 165 224 230 280 308 327 471
28 119 167 213 241 258 297 482 502
60 108 161 201 285 508 545 559 575
29 124 162 217 265 360 496 512 547
37 131 170 211 286 337 347 483 564
36 117 167 208 285 332 450 452 485
49 94 169 202 270 319 442 499 530
64 94 167 214 263 403 464 524 554
65 109 166 210 255 359 535 539 554
49 106 163 212 261 333 381 457 458
63 106 162 210 260 392 453 486 492
72 107 161 205 254 372 437 493 512
48 93 162 201 263 323 473 490 529
68 125 165 207 239 261 330 478 497
66 95 170 205 233 268 407 489 548
26 133 164 202 229 239 282 310 507
25 88 166 200 219 290 344 384 520
26 131 168 200 214 260 409 460 536
68 102 170 196 256 386 502 519 539
27 93 156 241 279 335 520 563 565
28 123 154 287 336 459 478 509 543
72 101 148 267 331 420 538 555 576
33 91 150 282 413 422 509 524 553
40 127 152 275 431 441 461 494 556
45 124 160 271 358 414 482 504 571
64 133 157 276 368 439 480 506 572
71 108 148 272 399 453 503 523 567
71 120 151 277 394 416 469 515 562
25 130 157 280 334 346 400 484 575
45 133 153 268 338 397 428 523 580
34 88 159 285 351 380 395 471 509
55 92 156 284 342 350 363 488 535
35 132 148 279 313 429 459 489 579
46 110 157 267 311 351 468 515 583
50 134 150 284 307 357 476 479 501
37 91 151 253 391 454 480 520 527
51 95 154 257 329 345 464 475 495
62 99 149 249 460 473 480 499 566
67 94 158 250 406 491 493 540 541
51 117 151 239 283 501 512 546 574
59 95 155 237 282 450 535 540 561
42 104 145 239 264 378 463 488 537
48 123 157 227 269 367 504 530 542
50 118 149 233 277 370 492 494 542
44 94 146 234 272 388 398 478 565
60 126 147 235 289 367 445 489 566
65 131 146 225 289 408 437 456 553
71 119 152 232 273 369 401 530 553
69 92 151 224 287 331 410 435 577
30 136 154 229 271 335 386 404 515
41 99 152 224 286 361 405 412 541
44 109 147 223 277 349 425 446 463
60 105 156 232 283 336 355 414 458
55 121 144 221 274 317 509 538 566
66 92 159 234 275 295 506 578 581
56 133 146 224 259 426 475 518 559
35 109 144 232 254 435 455 497 580
35 104 150 234 238 286 423 448 504
67 103 160 233 239 267 408 432 466
32 136 149 234 237 283 324 487 526
56 110 150 205 241 262 431 499 511
50 131 154 218 280 443 517 568 580
70 91 160 208 272 409 490 539 551
71 112 145 205 280 358 457 526 554
27 129 149 212 287 365 390 539 575
28 112 153 215 286 353 384 490 576
34 127 146 209 269 339 386 527 579
36 118 145 200 288 415 424 462 583
44 132 155 213 290 338 402 512 582
60 91 145 213 270 361 382 495 578
63 99 156 218 288 330 393 524 582
34 128 147 211 288 334 372 487 510
40 96 147 203 267 374 450 517 520
60 127 153 210 266 406 438 477 525
56 123 155 214 266 316 469 481 573
32 100 158 215 262 392 517 577 579
41 95 144 220 260 375 470 500 575
42 105 155 206 253 353 456 479 503
56 102 148 218 252 343 463 498 534
47 127 160 218 221 278 383 516 572
65 101 158 217 229 285 316 476 584
51 122 159 212 223 262 523 529 564
61 130 159 203 232 252 385 462 491
52 129 158 200 206 275 445 482 574
36 124 152 204 212 276 430 479 489
55 135 153 207 217 273 390 464 468
49 134 144 198 275 379 490 515 582
37 119 143 393 425 513 547 570 575
62 124 142 340 366 398 471 549 573
26 109 142 312 376 431 444 495 576
33 112 143 309 329 364 449 460 498
35 118 143 229 340 421 440 477 550
72 125 143 231 332 352 357 445 562
42 119 142 221 298 301 429 467 492
39 103 142 228 295 332 412 472 527
30 96 142 220 306 438 457 501 551
64 106 143 219 225 427 431 488 543
33 120 142 207 216 442 487 559 568
43 135 143 198 382 388 430 474 517
59 107 142 198 238 389 424 523 528
46 93 143 197 224 306 510 519 567
31 86 184 419 493 550 551 564 566
38 85 187 418 463 545 549 553 577
58 82 181 390 527 544 548 567 582
54 87 180 404 430 542 554 559 574
24 84 175 374 386 393 396 435 442
53 83 192 315 432 547 552 578 580
33 81 178 316 362 407 453 537 563
26 83 173 314 336 343 357 387 529
28 81 176 310 346 352 363 370 528
36 86 191 296 379 410 427 446 507
37 85 185 311 358 385 444 447 478
55 84 186 324 340 361 368 381 456
56 82 183 300 395 417 445 455 492
34 81 188 320 321 464 479 555 570
25 84 171 306 326 371 413 481 489
30 83 190 313 327 384 451 508 524
45 81 177 304 323 330 431 470 491
61 87 172 301 308 350 391 477 511
67 87 182 297 307 334 355 460 523
57 81 174 293 295 512 517 530 539
35 81 179 291 408 457 480 485 558
60 81 189 292 398 483 515 534 560
44 84 168 332 345 365 414 521 556
32 82 165 337 342 401 438 449 522
69 87 164 366 373 425 434 437 490
40 87 170 319 378 505 509 562 571
29 82 167 317 349 421 458 568 581
70 84 161 298 397 403 498 561 583
46 87 163 325 369 433 452 495 579
43 85 166 299 354 367 411 501 516
66 85 162 309 339 424 443 469 541
68 86 169 302 312 405 520 526 584
48 86 148 333 382 461 471 535 546
71 84 158 383 448 473 500 533 543
49 83 147 329 399 436 502 572 573
52 85 153 400 429 450 499 519 557
59 83 152 377 392 440 484 538 565
72 85 156 380 409 423 475 494 569
27 87 155 412 415 420 439 486 497
39 83 149 347 351 402 406 488 518
41 82 160 344 372 376 394 459 476
51 82 157 353 359 388 422 532 536
62 82 145 331 335 428 441 513 540
47 86 150 305 338 416 465 472 575
50 84 159 318 426 454 496 514 576
42 86 154 322 356 360 506 510 525
63 86 146 328 364 389 468 482 531
64 85 144 303 341 348 466 487 503
65 83 151 294 375 462 467 474 504
