0 1 2 3 4
64 71 224 242 261
63 71 223 241 262
56 72 208 239 290
55 72 207 240 289
44 71 196 264 311
43 71 197 263 312
42 72 199 278 315
41 72 198 277 316
62 72 192 282 297
61 72 191 281 298
54 71 194 280 285
53 71 193 279 286
32 72 230 272 299
31 72 229 271 300
30 71 209 296 305
29 71 210 295 306
26 72 218 292 307
25 72 217 291 308
28 71 220 273 318
27 71 219 274 317
26 80 123 235 245
25 81 122 235 244
28 78 125 235 246
27 79 124 235 247
33 110 131 270 303
33 109 130 269 304
33 98 135 287 292
33 97 134 288 291
24 105 135 271 311
24 106 134 272 312
24 100 131 285 289
24 99 130 286 290
68 77 133 273 292
67 77 132 274 291
44 77 130 282 323
43 77 131 281 324
61 76 133 293 311
62 76 132 294 312
52 76 131 307 317
51 76 130 308 318
66 101 121 286 307
65 102 121 285 308
63 114 121 270 323
64 113 121 269 324
60 95 121 298 305
59 96 121 297 306
55 116 121 264 313
56 115 121 263 314
48 119 121 272 293
47 120 121 271 294
41 112 121 274 287
42 111 121 273 288
61 120 134 237 276
62 119 135 237 275
52 102 128 237 290
51 101 129 237 289
58 108 133 238 261
57 107 132 238 262
54 94 135 238 319
53 93 134 238 320
63 109 129 243 281
64 110 128 243 282
41 97 133 243 295
42 98 132 243 296
66 100 128 248 318
65 99 129 248 317
48 105 132 248 276
47 106 133 248 275
67 111 135 236 295
68 112 134 236 296
44 113 129 236 303
43 114 128 236 304
38 115 133 246 265
38 116 132 247 266
40 93 129 244 297
40 94 128 245 298
60 93 131 247 255
59 94 130 246 255
57 92 129 246 305
58 92 128 247 306
58 95 130 244 251
57 96 131 245 251
55 90 135 244 265
56 90 134 245 266
35 114 133 239 280
35 113 132 240 279
37 102 133 241 309
37 101 132 242 310
66 89 135 241 277
65 89 134 242 278
64 91 135 239 302
63 91 134 240 301
52 117 127 242 271
51 118 127 241 272
49 110 126 240 273
50 109 126 239 274
46 99 126 241 294
45 100 126 242 293
43 104 127 240 287
44 103 127 239 288
35 111 122 282 321
35 112 123 281 322
36 118 124 275 307
36 117 125 276 308
37 120 123 283 317
37 119 122 284 318
38 95 123 316 319
38 96 122 315 320
40 107 124 264 299
40 108 125 263 300
34 104 125 296 323
34 103 124 295 324
68 109 124 253 279
67 110 125 253 280
65 118 122 259 311
66 117 123 259 312
64 104 123 256 291
63 103 122 256 292
62 100 125 250 309
61 99 124 250 310
60 90 125 262 315
59 90 124 261 316
56 107 122 255 267
55 108 123 255 268
54 92 122 300 313
53 92 123 299 314
54 115 124 251 268
53 116 125 251 267
52 106 122 250 277
51 105 123 250 278
50 88 123 270 295
49 88 122 269 296
50 113 125 258 292
49 114 124 258 291
48 89 124 283 289
47 89 125 284 290
46 86 123 275 285
45 86 122 276 286
46 101 125 254 311
45 102 124 254 312
44 98 123 253 301
43 97 122 253 302
41 91 125 304 321
42 91 124 303 322
36 84 129 277 293
36 85 128 278 294
34 83 129 273 302
34 82 128 274 301
68 82 127 270 321
67 83 127 269 322
61 85 127 284 285
62 84 127 283 286
49 82 135 252 281
50 83 134 252 282
48 85 130 259 309
47 84 131 259 310
46 84 134 257 318
45 85 135 257 317
42 82 130 256 280
41 83 131 256 279
39 80 135 267 305
39 81 134 268 306
39 79 130 262 313
39 78 131 261 314
60 81 133 260 299
59 80 132 260 300
58 80 126 264 315
57 81 126 263 316
56 79 129 260 319
55 78 128 260 320
54 78 126 266 297
53 79 126 265 298
32 88 129 280 287
31 88 128 279 288
29 86 129 271 309
30 86 128 272 310
30 120 130 254 277
29 119 131 254 278
29 118 132 257 290
30 117 133 257 289
32 111 131 258 301
31 112 130 258 302
30 105 126 284 307
29 106 126 283 308
31 104 133 252 303
32 103 132 252 304
32 97 126 322 323
31 98 126 321 324
27 87 133 267 297
28 87 132 268 298
25 87 131 264 319
26 87 130 263 320
26 116 129 249 261
25 115 128 249 262
25 108 127 266 305
26 107 127 265 306
28 96 135 249 299
27 95 134 249 300
27 94 127 314 315
28 93 127 313 316
30 83 143 199 235
29 82 144 198 235
32 85 141 197 235
31 84 142 196 235
33 118 158 214 297
33 117 157 213 298
33 116 176 230 283
33 115 175 229 284
33 107 172 207 293
33 108 171 208 294
33 102 156 233 315
33 101 155 234 316
24 115 164 218 321
24 116 163 217 322
24 114 180 209 315
24 113 179 210 316
24 107 154 231 273
24 108 153 232 274
24 103 167 224 297
24 104 168 223 298
66 77 160 215 315
65 77 159 216 316
56 77 178 224 283
55 77 177 223 284
53 77 172 227 271
54 77 171 228 272
46 77 163 214 305
45 77 164 213 306
64 76 174 226 315
63 76 173 225 316
55 76 157 222 321
56 76 158 221 322
53 76 162 231 287
54 76 161 232 288
50 76 167 230 305
49 76 168 229 306
67 120 145 231 261
68 119 145 232 262
55 103 145 220 309
56 104 145 219 310
52 113 145 215 299
51 114 145 216 300
42 93 145 228 311
41 94 145 227 312
63 100 136 233 299
64 99 136 234 300
57 112 136 208 311
58 111 136 207 312
50 115 136 220 277
49 116 136 219 278
48 97 136 231 319
47 98 136 232 320
62 112 172 195 261
61 111 171 195 262
55 118 169 195 280
56 117 170 195 279
48 93 161 195 292
47 94 162 195 291
43 101 174 195 299
44 102 173 195 300
65 110 180 190 299
66 109 179 190 300
57 120 153 190 292
58 119 154 190 291
46 115 169 190 302
45 116 170 190 301
42 106 172 190 319
41 105 171 190 320
60 103 170 229 237
59 104 169 230 237
42 108 162 211 237
41 107 161 212 237
52 109 159 209 238
51 110 160 210 238
44 100 155 226 238
43 99 156 225 238
54 120 166 207 243
53 119 165 208 243
46 96 157 219 243
45 95 158 220 243
54 112 154 211 248
53 111 153 212 248
50 96 170 223 248
49 95 169 224 248
60 118 164 219 236
59 117 163 220 236
48 108 166 227 236
47 107 165 228 236
68 100 152 229 244
67 99 152 230 245
66 103 166 202 246
65 104 165 202 247
64 118 146 211 246
63 117 146 212 247
62 109 163 206 245
61 110 164 206 244
52 98 152 223 246
51 97 152 224 247
50 102 166 200 244
49 101 165 200 245
46 114 148 211 244
45 113 148 212 245
44 106 158 206 247
43 105 157 206 246
36 95 162 233 239
36 96 161 234 240
40 120 175 210 239
40 119 176 209 240
40 111 156 217 242
40 112 155 218 241
34 95 180 227 241
34 96 179 228 242
59 88 174 207 241
60 88 173 208 242
59 86 154 215 239
60 86 153 216 240
48 92 177 225 239
47 92 178 226 240
41 92 160 221 242
42 92 159 222 241
35 100 165 198 305
35 99 166 199 306
39 113 162 197 283
39 114 161 196 284
40 97 170 199 285
40 98 169 198 286
34 120 163 196 265
34 119 164 197 266
67 92 170 197 307
68 92 169 196 308
68 101 167 199 255
67 102 168 198 255
66 97 168 196 251
65 98 167 197 251
63 87 154 199 283
64 87 153 198 284
58 103 150 198 317
57 104 150 199 318
56 110 149 196 275
55 109 149 197 276
52 91 165 196 297
51 91 166 197 298
50 94 150 196 289
49 93 150 197 290
48 88 158 198 265
47 88 157 199 266
44 115 147 199 276
43 116 147 198 275
36 98 174 192 313
36 97 173 191 314
37 93 157 194 323
37 94 158 193 324
38 100 177 191 287
38 99 178 192 288
39 104 160 193 294
39 103 159 194 293
68 86 180 192 263
67 86 179 191 264
67 115 174 193 259
68 116 173 194 259
66 107 147 192 280
65 108 147 191 279
62 95 146 194 303
61 96 146 193 304
59 106 148 194 281
60 105 148 193 282
57 89 164 194 269
58 89 163 193 270
55 97 180 193 254
56 98 179 194 254
54 101 149 191 301
53 102 149 192 302
52 90 175 191 273
51 90 176 192 274
49 87 156 193 272
50 87 155 194 271
49 120 159 192 260
50 119 160 191 260
48 104 155 192 249
47 103 156 191 249
36 112 143 230 265
36 111 144 229 266
37 110 141 212 305
37 109 142 211 306
39 102 143 228 321
39 101 144 227 322
40 105 141 220 269
40 106 142 219 270
66 87 141 208 321
65 87 142 207 322
64 106 143 213 251
63 105 144 214 251
61 92 143 220 323
62 92 144 219 324
62 114 141 213 255
61 113 142 214 255
58 118 141 204 281
57 117 142 204 282
56 100 143 201 295
55 99 144 201 296
52 116 141 205 295
51 115 142 205 296
46 94 143 204 303
45 93 144 204 304
43 89 143 212 297
44 89 144 211 298
42 86 141 224 265
41 86 142 223 266
35 94 140 224 307
35 93 139 223 308
38 109 138 221 272
38 110 137 222 271
39 118 139 225 273
39 117 140 226 274
34 105 138 215 313
34 106 137 216 314
68 96 140 202 290
67 95 139 202 289
64 107 138 205 309
63 108 137 205 310
61 88 138 233 263
62 88 137 234 264
62 115 140 215 256
61 116 139 216 256
60 98 140 200 318
59 97 139 200 317
58 91 140 230 285
57 91 139 229 286
56 105 139 234 258
55 106 140 233 258
53 114 138 201 277
54 113 137 201 278
46 87 139 210 287
45 87 140 209 288
46 111 137 226 260
45 112 138 225 260
44 90 138 217 294
43 90 137 218 293
41 118 137 209 249
42 117 138 210 249
35 84 160 231 263
35 85 159 232 264
37 83 172 226 263
37 82 171 225 264
38 84 167 208 323
38 85 168 207 324
38 82 154 213 307
38 83 153 214 308
60 85 147 210 291
59 84 147 209 292
59 83 156 205 311
60 82 155 205 312
58 84 175 216 253
57 85 176 215 253
57 82 174 217 250
58 83 173 218 250
53 85 152 218 303
54 84 152 217 304
54 83 176 206 290
53 82 175 206 289
50 85 180 203 261
49 84 179 203 262
48 83 146 229 267
47 82 146 230 268
46 82 151 233 261
45 83 151 234 262
42 84 164 202 267
41 85 163 202 268
35 78 174 219 271
35 79 173 220 272
36 80 166 222 269
36 81 165 221 270
37 78 170 215 287
37 79 169 216 288
34 81 178 212 285
34 80 177 211 286
68 78 156 204 277
67 79 155 204 278
65 78 148 218 295
66 79 148 217 296
66 81 175 232 258
65 80 176 231 258
64 79 176 200 276
63 78 175 200 275
63 80 172 217 254
64 81 171 218 254
62 79 150 210 301
61 78 150 209 302
52 79 164 207 252
51 78 163 208 252
52 80 153 203 280
51 81 154 203 279
48 81 167 201 281
47 80 168 201 282
43 80 151 208 309
44 81 151 207 310
43 79 154 229 257
44 78 153 230 257
42 81 149 214 317
41 80 149 213 318
32 89 172 209 313
31 89 171 210 314
29 90 167 228 269
30 90 168 227 270
31 90 162 213 285
32 90 161 214 286
29 91 156 231 313
30 91 155 232 314
32 120 148 223 267
31 119 148 224 268
31 118 151 215 319
32 117 151 216 320
30 111 158 200 268
29 112 157 200 267
30 107 152 222 281
29 108 152 221 282
32 108 178 206 318
31 107 177 206 317
30 103 174 203 319
29 104 173 203 320
30 96 149 225 291
29 95 149 226 292
32 95 160 201 311
31 96 159 201 312
31 93 180 221 250
32 94 179 222 250
30 93 178 233 253
29 94 177 234 253
28 88 176 212 307
27 88 175 211 308
25 89 170 233 273
26 89 169 234 274
25 91 180 219 293
26 91 179 220 294
27 86 166 218 323
28 86 165 217 324
28 120 167 205 303
27 119 168 205 304
26 114 178 202 276
25 113 177 202 275
27 113 172 221 259
28 114 171 222 259
28 112 147 214 289
27 111 147 213 290
27 110 151 228 277
28 109 151 227 278
26 110 162 223 257
25 109 161 224 257
26 106 150 225 279
25 105 150 226 280
25 101 146 222 295
26 102 146 221 296
28 102 177 232 256
27 101 178 231 256
27 100 161 203 302
28 99 162 203 301
26 100 157 227 252
25 99 158 228 252
25 98 160 204 309
26 97 159 204 310
33 92 148 185 203
33 86 150 189 201
24 88 149 189 204
24 92 151 183 200
36 77 150 182 205
40 77 146 188 203
40 76 151 186 202
34 76 147 182 204
36 87 145 186 206
38 89 145 187 200
37 90 136 187 202
39 86 136 183 206
35 89 149 181 205
37 91 147 181 201
68 105 162 181 207
67 106 161 181 208
61 98 154 181 227
62 97 153 181 228
50 118 178 181 217
49 117 177 181 218
46 103 176 181 221
45 104 175 181 222
38 91 148 184 195
34 87 152 188 195
35 90 146 184 190
39 88 152 185 190
59 100 171 186 197
60 99 172 186 196
53 118 179 187 199
54 117 180 187 198
52 95 171 183 199
51 96 172 183 198
46 107 173 187 197
45 108 174 187 196
64 93 163 185 191
63 94 164 185 192
58 113 157 188 192
57 114 158 188 191
52 112 178 189 193
51 111 177 189 194
42 100 176 182 193
41 99 175 182 194
60 109 143 188 231
59 110 144 188 232
54 104 141 184 233
53 103 142 184 234
50 107 144 184 216
49 108 143 184 215
44 96 141 185 231
43 95 142 185 232
65 94 138 183 229
66 93 137 183 230
58 101 138 186 223
57 102 137 186 224
48 110 140 182 217
47 109 139 182 218
43 120 140 189 221
44 119 139 189 222
66 83 162 189 219
65 82 161 189 220
64 84 170 189 227
63 85 169 189 228
56 82 166 185 209
55 83 165 185 210
56 85 156 183 211
55 84 155 183 212
68 80 158 184 210
67 81 157 184 209
62 81 156 187 223
61 80 155 187 224
48 78 179 186 213
47 79 180 186 214
42 78 168 188 234
41 79 167 188 233
32 115 165 188 225
31 116 166 188 226
30 116 160 186 211
29 115 159 186 212
29 114 170 182 207
30 113 169 182 208
32 102 154 182 219
31 101 153 182 220
25 120 173 183 213
26 119 174 183 214
26 111 167 185 215
25 112 168 185 216
28 106 160 187 229
27 105 159 187 230
28 97 164 184 226
27 98 163 184 225
33 73 145 235 248
24 74 146 253 260
37 73 152 249 258
40 73 149 252 259
63 73 160 265 290
64 73 159 266 289
61 73 165 274 319
62 73 166 273 320
59 73 178 278 321
60 73 177 277 322
57 73 162 272 295
58 73 161 271 296
46 73 168 279 313
45 73 167 280 314
44 73 180 267 307
43 73 179 268 308
34 74 136 255 257
35 75 151 237 251
36 75 148 238 256
39 75 147 243 250
38 74 150 236 254
49 75 172 246 285
50 75 171 247 286
41 74 174 244 283
42 74 173 245 284
66 74 158 240 261
65 74 157 239 262
55 75 154 242 303
56 75 153 241 304
52 74 144 263 291
51 74 143 264 292
48 75 142 301 315
47 75 141 302 316
67 75 138 297 318
68 75 137 298 317
54 74 139 270 309
53 74 140 269 310
29 75 163 288 299
30 75 164 287 300
31 74 156 276 305
32 74 155 275 306
25 75 176 312 323
26 75 175 311 324
27 74 170 281 294
28 74 169 282 293
