0 1 2 3 4 5 6 7
16 120 149 196 228 245 282 288
15 114 156 214 231 249 261 283
15 124 150 194 240 243 277 279
15 138 161 208 221 248 264 287
15 137 154 187 246 252 262 284
15 130 165 209 225 226 281 285
15 131 160 215 229 245 258 289
20 113 159 203 224 236 267 277
19 115 150 212 233 247 268 275
20 123 152 188 227 235 282 285
19 125 161 202 222 234 265 286
19 141 160 211 230 235 259 276
19 140 156 193 236 244 260 274
20 129 148 210 234 253 266 284
20 128 158 192 233 238 261 280
19 122 154 186 237 250 263 278
20 119 163 213 237 241 257 264
18 116 151 185 238 244 271 279
17 117 158 206 232 243 260 269
18 126 153 207 227 255 258 273
18 143 149 204 230 254 270 281
18 142 157 201 222 241 262 272
17 139 164 200 225 228 273 276
17 136 159 191 223 249 271 275
17 134 148 205 239 248 263 272
17 135 152 189 229 242 270 290
18 121 155 190 224 247 269 283
26 63 184 237 273 307 343 379
21 58 195 220 269 303 339 375
22 59 196 233 256 304 340 376
23 60 197 234 270 292 341 377
24 61 198 235 271 305 328 378
25 62 199 236 272 306 342 364
27 61 216 229 267 323 330 387
32 62 207 249 266 322 363 369
33 62 206 250 285 298 333 381
34 63 210 245 260 309 334 394
35 63 219 223 287 310 353 372
36 59 187 227 274 318 360 391
55 59 203 221 276 301 354 398
56 61 200 247 284 294 350 371
53 59 186 242 283 324 338 396
54 58 194 253 259 317 347 389
52 60 215 238 278 325 331 373
51 58 201 225 280 313 336 393
49 62 202 228 279 296 358 399
50 63 205 230 261 315 357 388
47 61 218 240 263 295 344 397
46 61 214 241 288 302 361 365
45 63 185 252 291 300 349 383
48 58 189 244 264 320 346 384
44 60 213 226 275 316 351 368
43 58 212 239 258 299 352 385
41 59 204 243 257 311 362 370
42 58 188 231 286 314 355 374
40 59 191 222 289 308 356 390
38 60 211 232 262 312 332 382
37 60 190 248 282 293 345 395
39 63 209 224 265 327 348 380
31 60 217 255 277 321 337 367
30 62 208 254 268 297 335 386
28 61 193 251 281 326 359 366
29 62 192 246 290 319 329 392
27 70 107 169 238 239 308 309
56 104 110 182 220 248 324 327
55 105 111 183 220 249 325 326
54 103 108 181 245 247 292 322
53 102 109 180 244 246 292 323
22 90 106 174 239 254 294 316
23 101 111 176 224 228 308 314
24 73 109 169 232 253 301 315
25 89 110 167 227 251 309 320
26 96 108 177 238 242 295 298
32 81 106 167 241 242 314 315
33 74 111 179 229 233 310 317
34 95 109 178 233 248 296 302
35 100 110 170 222 226 305 322
36 80 107 180 231 250 293 305
21 77 107 173 223 241 319 321
52 72 110 175 230 246 304 313
51 83 109 173 224 251 298 316
49 76 107 172 221 247 307 313
50 79 107 178 234 243 297 326
47 98 106 182 225 234 310 318
48 91 106 171 235 252 296 325
46 86 111 166 226 244 307 311
45 85 111 177 227 232 294 319
44 78 107 168 236 252 317 324
43 88 111 181 230 240 293 306
42 87 110 171 229 237 297 312
41 84 110 174 228 253 295 321
38 71 106 175 245 250 303 311
39 99 106 170 221 255 306 323
40 92 108 183 225 236 302 312
37 82 108 176 223 254 301 320
31 97 109 168 237 249 299 318
30 93 109 172 222 240 300 303
29 75 108 179 235 243 299 327
28 94 108 166 231 255 300 304
29 70 119 170 200 274 382 383
28 70 120 171 201 275 380 381
52 101 142 178 184 285 396 397
51 100 143 179 184 284 398 399
50 99 140 176 215 256 392 393
49 98 141 177 214 256 394 395
46 97 138 174 211 280 364 390
47 94 137 173 212 282 364 388
48 96 136 172 210 281 364 391
45 95 139 175 213 283 364 389
22 103 118 168 201 290 373 388
22 92 119 172 206 259 372 387
23 97 123 170 205 268 366 370
23 93 127 171 207 260 371 389
24 72 133 183 190 286 381 391
24 104 113 181 189 278 383 399
25 74 129 180 191 288 382 393
25 86 112 178 216 276 367 380
26 79 146 175 217 274 369 385
26 80 132 182 204 275 365 384
27 71 126 183 197 264 392 396
27 98 136 181 188 262 379 386
32 75 134 180 203 281 373 375
32 94 121 178 198 289 368 372
33 73 145 170 218 283 373 379
33 93 147 174 187 271 374 395
34 100 114 176 211 257 375 381
34 84 123 166 191 278 385 387
35 105 115 169 187 270 393 397
35 85 127 168 190 276 384 386
36 91 130 176 212 266 367 379
36 90 121 179 199 264 366 394
21 99 120 179 185 263 386 390
21 91 128 166 200 265 395 396
55 102 131 167 202 280 371 379
56 101 117 180 213 258 376 386
56 86 122 173 194 270 369 394
55 83 129 175 189 268 372 395
54 77 126 182 198 261 382 398
54 79 137 167 219 267 376 381
53 87 147 176 194 272 368 383
53 84 112 179 207 286 365 388
52 74 114 173 202 291 378 384
51 87 117 166 218 287 377 391
50 90 135 166 203 262 378 389
49 81 118 183 204 263 367 389
46 73 143 171 195 277 372 392
48 103 125 169 214 273 368 370
45 102 142 182 196 277 366 374
47 82 128 180 217 259 370 399
44 71 124 177 219 266 378 390
43 95 122 167 209 271 370 392
44 81 146 181 206 265 366 393
43 83 133 182 216 260 373 390
41 105 145 172 192 258 378 380
41 88 116 168 195 285 382 394
42 88 138 169 193 291 367 376
42 85 113 172 205 288 369 396
37 76 144 171 199 261 385 397
40 77 134 175 188 279 377 380
37 78 135 170 210 279 365 376
40 80 141 167 208 269 383 397
38 75 140 173 208 273 374 387
39 96 144 168 197 289 374 399
39 92 124 169 186 282 371 375
38 82 132 178 185 290 371 391
31 72 115 177 209 272 387 398
30 104 131 177 193 257 377 388
30 89 116 183 196 284 368 385
31 89 139 181 192 287 365 375
29 76 130 174 186 267 377 384
28 78 125 174 215 269 369 398
31 70 121 152 202 311 344 347
30 70 122 153 203 310 345 346
44 93 134 160 184 320 361 362
43 92 135 161 184 321 360 363
42 90 132 158 209 292 356 358
41 91 133 159 208 292 357 359
38 89 130 155 205 317 328 354
39 87 129 156 204 319 328 352
40 88 128 154 207 316 328 353
37 86 131 157 206 318 328 355
22 100 122 155 188 326 337 349
22 87 126 159 202 293 334 361
23 75 116 163 219 313 344 360
23 94 141 157 192 324 330 346
24 76 140 149 213 310 356 363
24 78 142 164 212 311 329 348
25 71 125 151 218 299 345 357
25 98 143 158 186 300 347 351
26 105 121 148 211 323 335 355
26 88 147 162 203 296 336 350
27 97 132 164 194 304 333 353
27 93 114 149 217 327 342 354
32 72 138 151 200 317 334 341
32 104 120 158 187 307 337 352
33 94 113 161 204 309 332 339
33 82 126 148 193 313 348 351
34 77 118 164 187 306 346 359
34 80 145 165 197 294 347 363
35 91 134 156 196 298 330 347
35 90 131 151 217 302 329 339
36 95 113 160 201 295 341 353
36 83 125 149 192 312 349 350
21 102 115 153 210 312 333 362
21 95 144 152 193 322 331 354
56 71 123 156 201 301 343 358
55 103 117 154 199 321 330 348
55 96 120 163 194 305 332 357
56 81 144 159 211 300 329 360
53 77 138 149 206 325 343 344
53 79 136 160 195 294 345 348
54 105 123 161 185 316 338 342
54 85 140 157 218 296 337 362
51 79 127 152 214 306 332 356
51 80 124 153 205 325 329 340
52 98 119 150 207 301 339 359
52 81 147 155 210 299 330 356
49 73 137 153 191 327 341 355
50 102 119 165 190 295 342 352
49 97 117 165 198 320 331 349
50 83 116 164 186 322 355 361
46 75 146 154 190 309 340 358
47 72 135 156 195 308 335 349
45 103 130 162 191 297 339 344
48 100 146 150 216 319 338 341
45 92 112 148 215 305 346 358
47 89 127 159 215 307 333 338
46 82 115 162 188 324 357 363
48 84 142 158 219 293 335 354
44 73 112 152 208 304 350 352
43 96 114 157 200 297 340 351
42 99 139 150 198 298 345 360
41 99 137 155 189 302 343 351
37 74 118 163 209 303 338 350
38 104 145 150 199 308 336 361
40 85 143 163 212 323 331 334
39 84 141 151 213 326 333 336
31 76 129 160 185 314 340 359
30 78 128 165 216 314 332 343
28 74 139 154 197 315 335 362
28 101 124 162 189 318 334 342
29 101 133 148 214 303 337 353
29 86 136 161 196 315 331 336
36 69 127 220 279 315 351 387
32 65 123 240 256 312 348 384
33 66 124 241 276 292 349 385
34 67 125 242 277 313 328 386
35 68 126 243 278 314 350 364
22 67 139 244 266 327 332 397
23 64 136 250 291 302 352 398
24 66 134 255 280 297 338 394
25 65 135 247 257 325 353 374
26 69 117 222 282 317 359 392
27 66 129 226 269 296 360 388
21 68 145 230 267 318 358 368
55 68 140 239 285 300 341 365
56 64 130 238 286 306 362 372
54 67 112 237 281 308 329 395
53 69 144 225 268 309 337 378
52 66 120 236 287 294 355 370
51 68 119 245 271 324 335 367
50 67 138 227 275 303 330 399
49 64 142 229 274 316 357 375
46 65 118 234 258 298 354 383
48 69 131 224 263 304 363 382
45 69 128 221 270 299 361 381
47 64 147 232 264 322 340 380
44 65 122 228 261 323 339 391
43 67 121 252 288 301 333 377
41 67 146 231 272 310 331 371
42 69 141 223 284 311 342 373
38 66 143 249 265 295 346 376
40 68 114 253 290 307 345 366
39 68 133 233 262 320 344 369
37 64 113 246 273 326 347 390
31 65 137 254 260 305 336 396
30 64 132 235 283 321 334 393
28 65 116 248 259 319 356 379
29 66 115 251 289 293 343 389
