0 1 2 3 4 5 6 7 8
18 202 291 414 432 450 488 630 632
19 201 292 413 431 449 487 629 631
24 205 285 292 360 441 476 496 577
25 206 284 291 359 442 475 495 578
22 208 286 290 381 438 523 596 606
23 207 287 289 382 437 524 595 605
18 204 283 294 412 466 474 572 626
19 203 282 293 411 465 473 571 625
18 214 258 290 542 624 644 692 712
19 213 257 289 541 623 643 691 711
21 228 267 292 368 509 546 569 576
21 227 268 291 367 510 545 570 575
18 230 262 293 410 472 514 528 558
19 229 261 294 409 471 513 527 557
22 212 255 266 294 373 520 540 705
23 211 256 265 293 374 519 539 706
20 218 254 260 292 397 556 593 609
20 217 253 259 291 398 555 594 610
23 215 251 263 290 407 517 543 611
22 216 252 264 289 408 518 544 612
25 209 250 279 292 537 642 703 720
24 210 249 280 291 538 641 704 719
23 191 246 276 294 435 447 499 591
22 192 245 275 293 436 448 500 592
18 196 248 278 289 456 464 484 568
19 195 247 277 290 455 463 483 567
18 186 312 354 372 380 418 690 694
19 185 311 353 371 379 417 689 693
25 184 309 354 364 378 402 416 693
24 183 310 353 363 377 401 415 694
23 186 303 352 379 388 390 403 687
22 185 304 351 380 387 389 404 688
23 184 302 356 375 391 396 401 404
22 183 301 355 376 392 395 402 403
17 176 295 383 384 405 406 691 692
17 177 296 359 360 407 408 409 410
23 190 288 446 504 604 622 702 717
22 189 288 445 503 603 621 701 718
20 176 288 507 508 531 532 597 598
18 182 288 430 492 512 574 582 620
19 181 288 429 491 511 573 581 619
21 177 269 270 288 585 586 699 700
25 180 272 274 288 460 462 602 618
24 179 271 273 288 459 461 601 617
17 182 247 313 352 368 370 696 698
17 181 248 314 351 367 369 695 697
17 190 249 307 354 361 381 385 411
17 189 250 308 353 362 382 386 412
17 180 245 306 356 393 397 419 422
17 179 246 305 355 394 398 420 421
18 188 242 244 300 356 376 400 689
19 187 241 243 299 355 375 399 690
25 188 239 243 297 352 357 377 389
24 187 240 244 298 351 358 378 390
20 178 241 242 296 415 416 687 688
21 178 239 240 295 395 396 417 418
43 92 335 381 399 435 482 556 590
42 91 336 382 400 436 481 555 589
41 92 342 366 390 434 451 472 619
40 91 341 365 389 433 452 471 620
39 93 334 401 409 485 534 548 594
38 94 333 402 410 486 533 547 593
37 95 337 368 372 473 495 503 543
36 96 338 367 371 474 496 504 544
35 93 339 364 412 448 479 536 617
34 94 340 363 411 447 480 535 618
33 94 318 357 394 478 550 568 573
32 93 317 358 393 477 549 567 574
31 95 327 378 420 439 455 524 597
30 96 328 377 419 440 456 523 598
29 92 329 376 407 423 449 459 494
28 91 330 375 408 424 450 460 493
88 90 347 356 463 501 510 529 636
87 90 348 355 464 502 509 530 635
86 90 349 352 438 505 513 577 588
85 90 350 351 437 506 514 578 587
84 96 298 398 430 541 599 633 638
83 95 297 397 429 542 600 634 637
82 94 302 386 487 515 540 575 601
81 93 301 385 488 516 539 576 602
80 92 312 369 444 527 537 604 612
79 91 311 370 443 528 538 603 611
78 96 308 395 431 462 467 562 591
77 95 307 396 432 461 468 561 592
76 94 314 418 441 445 557 605 610
75 93 313 417 442 446 558 606 609
74 96 309 414 517 559 569 581 613
73 95 310 413 518 560 570 582 614
72 92 304 422 484 531 546 625 639
71 91 303 421 483 532 545 626 640
26 90 296 497 498 499 500 579 580
70 90 288 661 662 663 664 665 666
69 94 290 651 654 657 669 676 686
68 93 289 652 653 658 670 675 685
67 91 292 649 655 660 671 678 684
66 92 291 650 656 659 672 677 683
65 95 294 645 647 668 673 680 681
64 96 293 646 648 667 674 679 682
63 95 259 272 326 360 387 519 643
62 96 260 271 325 359 388 520 644
61 91 256 273 345 361 392 522 551
60 92 255 274 346 362 391 521 552
59 93 263 270 331 380 406 564 631
58 94 264 269 332 379 405 563 632
57 90 253 266 320 354 425 616 629
56 90 254 265 319 353 426 615 630
27 90 251 252 295 465 466 641 642
55 94 244 267 323 374 475 508 623
54 93 243 268 324 373 476 507 624
53 96 242 261 344 384 553 583 621
52 95 241 262 343 383 554 584 622
51 95 250 278 315 403 458 469 525
50 96 249 277 316 404 457 470 526
49 91 248 276 321 416 571 586 596
48 92 247 275 322 415 572 585 595
47 91 240 258 306 490 511 566 608
46 92 239 257 305 489 512 565 607
45 93 246 279 300 427 453 491 627
44 94 245 280 299 428 454 492 628
82 104 169 463 566 622 646 695 726
81 105 169 464 565 621 645 696 725
27 116 168 583 584 631 632 705 706
70 118 168 439 440 623 624 639 640
26 116 169 423 424 485 486 643 644
84 129 167 380 509 551 651 709 723
83 130 167 379 510 552 652 710 724
84 158 169 381 525 557 578 617 649
83 157 169 382 526 558 577 618 650
82 127 167 378 426 544 625 627 655
81 128 167 377 425 543 626 628 656
80 136 167 260 375 506 535 549 647
79 135 167 259 376 505 536 550 648
70 117 169 263 264 571 572 703 704
26 118 167 261 262 595 596 719 720
27 117 167 257 258 441 442 591 592
79 155 169 265 268 420 562 619 654
80 156 169 266 267 419 561 620 653
78 109 168 247 530 550 649 701 727
77 108 168 248 529 549 650 702 728
75 147 168 245 433 552 581 615 645
76 148 168 246 434 551 582 616 646
46 154 168 249 460 513 543 593 653
47 153 168 250 459 514 544 594 654
88 159 224 342 543 617 667 688 691
87 160 223 341 544 618 668 687 692
74 156 200 318 514 516 556 691 700
73 155 199 317 513 515 555 692 699
72 115 197 339 545 579 618 690 727
71 114 198 340 546 580 617 689 728
68 159 210 315 423 433 540 690 716
69 160 209 316 424 434 539 689 715
67 148 230 335 561 575 613 687 711
66 147 229 336 562 576 614 688 712
63 112 208 323 425 511 521 687 703
62 113 207 324 426 512 522 688 704
55 158 223 336 453 494 501 583 697
54 157 224 335 454 493 502 584 698
75 165 227 327 376 499 676 691 703
76 166 228 328 375 500 675 692 704
73 151 205 330 376 559 665 695 721
74 152 206 329 375 560 666 696 722
53 117 230 345 397 438 685 693 702
52 117 229 346 398 437 686 694 701
52 154 213 319 395 477 678 696 709
53 153 214 320 396 478 677 695 710
68 134 238 330 377 498 557 700 706
69 133 237 329 378 497 558 699 705
55 110 204 326 391 608 629 699 719
54 111 203 325 392 607 630 700 720
43 119 195 350 394 559 602 704 705
42 120 196 349 393 560 601 703 706
61 139 218 315 364 499 523 683 696
60 140 217 316 363 500 524 684 695
51 141 191 320 400 602 625 686 698
50 142 192 319 399 601 626 685 697
63 155 221 316 422 452 587 631 707
62 156 222 315 421 451 588 632 708
61 166 193 346 393 496 543 573 715
60 165 194 345 394 495 544 574 716
53 154 212 347 382 449 475 627 700
52 153 211 348 381 450 476 628 699
48 115 205 321 404 492 525 627 711
49 114 206 322 403 491 526 628 712
45 107 218 323 384 436 459 463 723
44 106 217 324 383 435 460 464 724
40 120 219 326 406 470 578 625 702
41 119 220 325 405 469 577 626 701
39 108 209 319 419 447 518 585 710
38 109 210 320 420 448 517 586 709
36 133 191 318 361 503 552 567 714
37 134 192 317 362 504 551 568 713
68 164 217 323 395 577 582 611 625
69 163 218 324 396 578 581 612 626
68 124 202 350 388 429 454 489 596
69 123 201 349 387 430 453 490 595
66 120 225 325 418 460 463 536 600
67 119 226 326 417 459 464 535 599
64 151 215 348 416 427 552 601 643
65 152 216 347 415 428 551 602 644
65 108 193 332 376 452 465 507 638
64 109 194 331 375 451 466 508 637
63 153 192 321 366 576 598 605 636
62 154 191 322 365 575 597 606 635
61 147 219 344 373 444 455 618 641
60 148 220 343 374 443 456 617 642
50 113 216 343 418 481 499 549 619
51 112 215 344 417 482 500 550 620
48 162 194 325 386 439 446 471 509
49 161 193 326 385 440 445 472 510
45 126 224 319 359 468 550 571 604
44 125 223 320 360 467 549 572 603
34 158 210 338 383 505 511 539 639
35 157 209 337 384 506 512 540 640
32 111 226 342 400 441 457 497 622
33 110 225 341 399 442 458 498 621
31 146 221 340 369 466 476 551 621
30 145 222 339 370 465 475 552 622
45 156 214 346 402 413 538 663 728
44 155 213 345 401 414 537 664 727
27 150 236 324 390 419 503 515 660
27 149 235 323 389 420 504 516 659
27 123 227 325 381 401 528 573 668
27 124 228 326 382 402 527 574 667
86 152 211 336 371 406 439 537 657
85 151 212 335 372 405 440 538 658
78 157 227 317 374 416 458 612 666
77 158 228 318 373 415 457 611 665
78 141 232 333 383 391 471 580 685
77 142 231 334 384 392 472 579 686
71 109 211 350 418 419 521 627 673
72 108 212 349 417 420 522 628 674
57 122 200 344 386 387 450 619 658
56 121 199 343 385 388 449 620 657
57 120 233 315 367 415 558 623 660
56 119 234 316 368 416 557 624 659
55 146 196 322 364 398 424 473 664
54 145 195 321 363 397 423 474 663
48 147 199 323 372 408 479 638 662
49 148 200 324 371 407 480 637 661
47 162 231 332 369 377 448 643 661
46 161 232 331 370 378 447 644 662
43 105 203 338 365 396 427 563 662
42 104 204 337 366 395 428 564 661
40 138 197 348 358 410 429 583 683
41 137 198 347 357 409 430 584 684
41 121 191 330 380 397 623 641 674
40 122 192 329 379 398 624 642 673
39 117 234 318 369 403 460 629 682
38 117 233 317 370 404 459 630 681
35 154 233 328 360 379 444 566 663
34 153 234 327 359 380 443 565 664
37 131 217 339 356 619 679 705 720
36 132 218 340 355 620 680 706 719
33 154 226 334 351 483 637 672 703
32 153 225 333 352 484 638 671 704
75 155 231 338 354 469 508 595 671
76 156 232 337 353 470 507 596 672
50 104 197 346 352 488 586 623 680
51 105 198 345 351 487 585 624 679
46 144 235 315 356 476 571 599 669
47 143 236 316 355 475 572 600 670
29 109 196 341 353 520 576 622 669
28 108 195 342 354 519 575 621 670
72 150 192 297 467 547 662 691 719
71 149 191 298 468 548 661 692 720
58 118 215 306 576 578 681 690 718
59 118 216 305 575 577 682 689 717
39 135 194 307 545 599 663 688 706
38 136 193 308 546 600 664 687 705
51 136 211 305 485 538 581 707 713
50 135 212 306 486 537 582 708 714
78 160 200 306 461 465 565 606 610
77 159 199 305 462 466 566 605 609
66 150 222 299 519 544 580 586 609
67 149 221 300 520 543 579 585 610
64 144 214 303 426 445 479 537 584
65 143 213 304 425 446 480 538 583
47 131 196 313 431 445 489 561 641
46 132 195 314 432 446 490 562 642
32 127 218 308 454 528 585 616 643
33 128 217 307 453 527 586 615 644
78 146 236 310 385 436 677 711 720
77 145 235 309 386 435 678 712 719
47 137 228 300 411 597 683 713 724
46 138 227 299 412 598 684 714 723
45 141 196 297 381 532 682 716 721
44 142 195 298 382 531 681 715 722
86 161 215 304 398 533 549 660 700
85 162 216 303 397 534 550 659 699
56 133 210 300 366 493 541 668 702
57 134 209 299 365 494 542 667 701
88 143 230 298 373 469 565 586 657
87 144 229 297 374 470 566 585 658
86 163 198 301 362 457 508 571 668
85 164 197 302 361 458 507 572 667
73 118 222 308 389 444 464 491 686
74 118 221 307 390 443 463 492 685
63 156 216 298 411 442 494 502 678
62 155 215 297 412 441 493 501 677
61 151 226 299 359 516 529 595 673
60 152 225 300 360 515 530 596 674
58 164 207 300 367 471 556 592 664
59 163 208 299 368 472 555 591 663
55 105 224 311 422 570 588 591 675
54 104 223 312 421 569 587 592 676
50 107 238 311 394 476 561 595 666
51 106 237 312 393 475 562 596 665
45 130 202 306 415 513 519 633 676
44 129 201 305 416 514 520 634 675
36 136 220 313 387 428 571 579 677
37 135 219 314 388 427 572 580 678
33 141 220 309 408 510 512 631 681
32 142 219 310 407 509 511 632 682
30 127 210 314 392 482 542 631 666
31 128 209 313 391 481 541 632 665
28 140 201 301 405 426 461 517 683
29 139 202 302 406 425 462 518 684
59 146 212 296 432 573 671 724 726
58 145 211 296 431 574 672 723 725
63 129 238 295 567 589 593 604 679
62 130 237 295 568 590 594 603 680
54 136 229 295 434 495 523 601 671
55 135 230 295 433 496 524 602 672
43 122 213 296 503 526 536 608 669
42 121 214 296 504 525 535 607 670
88 145 202 287 333 369 417 640 668
87 146 201 286 334 370 418 639 667
71 107 215 280 281 327 462 527 670
72 106 216 279 281 328 461 528 669
53 119 224 275 281 331 511 515 680
52 120 223 276 281 332 512 516 679
39 164 222 277 281 329 445 634 671
38 163 221 278 281 330 446 633 672
27 126 232 273 322 634 657 690 695
27 125 231 274 321 633 658 689 696
65 126 207 267 334 450 467 693 714
64 125 208 268 333 449 468 694 713
39 143 205 251 341 547 619 698 723
38 144 206 252 342 548 620 697 724
34 110 222 268 350 430 436 543 693
35 111 221 267 349 429 435 544 694
30 163 225 265 322 534 535 582 691
31 164 226 266 321 533 536 581 692
43 115 201 252 327 377 555 702 708
42 114 202 251 328 378 556 701 707
49 105 216 253 333 412 455 569 706
48 104 215 254 334 411 456 570 705
78 113 235 266 330 379 453 495 531
77 112 236 265 329 380 454 496 532
74 113 193 258 348 363 469 564 604
73 112 194 257 347 364 470 563 603
66 131 204 273 327 379 457 485 502
67 132 203 274 328 380 458 486 501
53 123 204 265 315 408 546 567 610
52 124 203 266 316 407 545 568 609
46 115 228 262 320 371 452 534 601
47 114 227 261 319 372 451 533 602
45 111 230 253 332 375 503 562 639
44 110 229 254 331 376 504 561 640
51 160 207 255 331 377 410 463 678
50 159 208 256 332 378 409 464 677
41 158 207 272 317 355 613 669 710
40 157 208 271 318 356 614 670 709
45 134 204 257 343 351 517 618 671
44 133 203 258 344 352 518 617 672
31 150 206 263 335 353 478 490 679
30 149 205 264 336 354 477 489 680
75 111 232 272 303 456 487 709 715
76 110 231 271 304 455 488 710 716
31 112 233 260 301 484 557 714 717
30 113 234 259 302 483 558 713 718
75 152 197 251 308 468 512 557 608
76 151 198 252 307 467 511 558 607
71 129 207 253 313 423 470 554 573
72 130 208 254 314 424 469 553 574
68 136 227 275 298 522 563 622 629
69 135 228 276 297 521 564 621 630
67 130 232 280 301 437 474 560 619
66 129 231 279 302 438 473 559 620
64 128 236 278 311 477 556 618 636
65 127 235 277 312 478 555 617 635
61 114 217 264 297 446 449 506 613
60 115 218 263 298 445 450 505 614
53 113 196 274 299 439 548 587 611
52 112 195 273 300 440 547 588 612
39 111 199 255 311 428 553 578 597
38 110 200 256 312 427 554 577 598
29 115 224 269 309 437 551 600 606
28 114 223 270 310 438 552 599 605
87 107 203 259 309 393 451 657 717
88 106 204 260 310 394 452 658 718
88 129 214 264 308 399 539 597 660
87 130 213 263 307 400 540 598 659
56 136 205 270 306 357 435 455 667
57 135 206 269 305 358 436 456 668
35 119 206 262 304 361 431 636 676
34 120 205 261 303 362 432 635 675
49 127 233 255 295 430 670 721 727
48 128 234 256 295 429 669 722 728
78 133 231 263 285 347 421 429 535
77 134 232 264 284 348 422 430 536
75 121 228 256 283 335 398 463 518
76 122 227 255 282 336 397 464 517
64 158 195 269 285 337 389 499 594
65 157 196 270 284 338 390 500 593
47 105 235 260 286 346 406 492 497
46 104 236 259 287 345 405 491 498
69 154 197 253 282 310 443 482 504
68 153 198 254 283 309 444 481 503
61 130 225 267 282 305 404 584 661
60 129 226 268 283 306 403 583 662
57 132 193 271 283 311 383 627 659
56 131 194 272 282 312 384 628 660
37 109 218 258 287 304 409 575 665
36 108 217 257 286 303 410 576 666
33 159 219 262 285 301 419 589 664
32 160 220 261 284 302 420 590 663
72 148 214 259 270 350 457 471 696
71 147 213 260 269 349 458 472 695
33 144 202 255 273 338 368 549 711
32 143 201 256 274 337 367 550 712
66 105 212 251 262 317 363 532 541
67 104 211 252 261 318 364 531 542
49 158 221 254 257 302 673 698 708
48 157 222 253 258 301 674 697 707
43 118 223 265 271 313 402 637 684
42 118 224 266 272 314 401 638 683
36 137 226 251 269 312 413 424 685
37 138 225 252 270 311 414 423 686
74 162 209 268 273 296 605 625 680
73 161 210 267 274 296 606 626 679
36 113 219 244 335 448 513 634 725
37 112 220 243 336 447 514 633 726
68 155 206 242 346 447 461 483 509
69 156 205 241 345 448 462 484 510
59 111 192 240 315 480 527 530 559
58 110 191 239 316 479 528 529 560
41 115 237 242 333 473 516 566 615
40 114 238 241 334 474 515 565 616
86 165 207 240 339 413 454 621 659
85 166 208 239 340 414 453 622 660
75 140 235 241 350 366 486 603 682
76 139 236 242 349 365 485 604 681
74 124 233 246 341 372 487 505 677
73 123 234 245 342 371 488 506 678
72 117 238 244 337 385 581 635 684
71 117 237 243 338 386 582 636 683
58 150 237 247 343 392 425 599 675
59 149 238 248 344 391 426 600 676
43 126 229 250 340 358 510 611 674
42 125 230 249 339 357 509 612 673
29 127 204 243 307 533 674 715 725
28 128 203 244 308 534 673 716 726
73 124 230 247 284 340 426 485 598
74 123 229 248 285 339 425 486 597
66 166 200 244 287 319 525 603 631
67 165 199 243 286 320 526 604 632
59 126 237 249 283 341 506 531 643
58 125 238 250 282 342 505 532 644
43 149 233 245 287 343 424 507 509
42 150 234 246 286 344 423 508 510
86 128 191 241 284 314 459 569 658
85 127 192 242 285 313 460 570 657
63 144 197 246 280 325 665 693 725
62 143 198 245 279 326 666 694 726
65 107 219 239 265 321 487 701 724
64 106 220 240 266 322 488 702 723
55 151 202 250 277 324 579 709 717
54 152 201 249 278 323 580 710 718
29 132 214 245 276 334 495 541 577
28 131 213 246 275 333 496 542 578
39 148 210 239 260 348 382 473 676
38 147 209 240 259 347 381 474 675
34 138 194 248 279 335 395 497 681
35 137 193 247 280 336 396 498 682
41 166 211 248 277 310 442 540 662
40 165 212 247 278 309 441 539 661
30 140 199 250 276 304 502 573 685
31 139 200 249 275 303 501 574 686
61 124 178 331 541 635 654 697 718
60 123 178 332 542 636 653 698 717
46 164 177 344 502 539 647 694 721
47 163 177 343 501 540 648 693 722
70 138 188 343 496 527 606 707 710
70 137 187 344 495 528 605 708 709
57 140 180 331 441 473 612 725 728
56 139 179 332 442 474 611 726 727
30 105 179 337 450 527 529 651 687
31 104 180 338 449 528 530 652 688
86 138 180 332 434 483 520 525 719
85 137 179 331 433 484 519 526 720
57 142 182 327 479 593 596 613 726
56 141 181 328 480 594 595 614 725
70 140 184 341 567 570 607 628 633
70 139 183 342 568 569 608 627 634
88 138 182 330 487 521 526 592 594
87 137 181 329 488 522 525 591 593
29 163 186 348 367 455 603 653 720
28 164 185 347 368 456 604 654 719
76 107 177 339 403 541 587 590 655
75 106 177 340 404 542 588 589 656
73 107 187 333 361 520 564 642 650
74 106 188 334 362 519 563 641 649
72 133 183 336 359 466 487 554 653
71 134 184 335 360 465 488 553 654
63 132 189 322 357 497 517 640 652
62 131 190 321 358 498 518 639 651
59 158 189 345 388 465 533 560 656
58 157 190 346 387 466 534 559 655
59 131 183 320 374 430 483 556 645
58 132 184 319 373 429 484 555 646
55 165 186 321 409 461 482 506 646
54 166 185 322 410 462 481 505 645
49 159 188 325 413 477 500 531 654
48 160 187 326 414 478 499 532 653
48 134 179 324 400 431 438 486 647
49 133 180 323 399 432 437 485 648
37 126 178 328 421 492 539 629 650
36 125 178 327 422 491 540 630 649
40 123 189 312 447 609 648 704 711
41 124 190 311 448 610 647 703 712
35 129 188 314 451 611 645 699 711
34 130 187 313 452 612 646 700 712
53 166 182 301 435 545 642 643 651
52 165 181 302 436 546 641 644 652
53 128 186 305 497 507 547 614 649
52 127 185 306 498 508 548 613 650
43 159 181 303 475 564 616 633 647
42 160 182 304 476 563 615 634 648
39 125 179 309 490 500 554 623 656
38 126 180 310 489 499 553 624 655
31 143 188 282 350 408 591 601 650
30 144 187 283 349 407 592 602 649
50 147 189 284 300 607 629 637 651
51 148 190 285 299 608 630 638 652
32 122 176 276 347 561 656 690 707
33 121 176 275 348 562 655 689 708
86 116 184 275 337 443 609 721 724
85 116 183 276 338 444 610 722 723
88 116 186 280 317 490 523 625 637
87 116 185 279 318 489 524 626 638
57 116 188 277 345 468 535 576 590
56 116 187 278 346 467 536 575 589
61 145 176 279 320 390 557 570 648
60 146 176 280 319 389 558 569 647
37 162 176 277 349 402 493 565 652
36 161 176 278 350 401 494 566 651
32 150 178 271 330 411 437 537 645
33 149 178 272 329 412 438 538 646
44 162 185 251 284 315 385 521 646
45 161 186 252 285 316 386 522 645
40 136 183 274 287 307 479 588 654
41 135 184 273 286 308 480 587 653
34 152 179 266 287 297 472 567 655
35 151 180 265 286 298 471 568 656
88 140 190 261 267 329 427 481 727
87 139 189 262 268 330 428 482 728
70 142 186 255 259 340 431 493 516
70 141 185 256 260 339 432 494 515
86 142 190 257 268 328 433 478 600
85 141 189 258 267 327 434 477 599
63 121 183 261 269 324 370 650 716
62 122 184 262 270 323 369 649 715
29 155 182 240 282 318 440 580 647
28 156 181 239 283 317 439 579 648
55 108 182 241 263 325 444 655 713
54 109 181 242 264 326 443 656 714
78 120 177 243 254 342 524 538 651
77 119 177 244 253 341 523 537 652
26 147 175 461 564 568 660 693 698
26 148 174 462 563 567 659 694 697
