0 1 2 3 4 5 6 7 8 9
2 96 274 307 308 340 472 473 474 475
6 97 257 476 477 478 479 586 598 599
5 98 258 341 342 480 481 482 600 601
2 99 259 343 344 483 484 485 587 627
5 107 266 357 359 362 514 516 606 630
5 108 267 358 360 361 515 517 607 629
4 106 265 352 353 355 511 512 513 604
5 105 264 351 354 356 508 509 510 605
9 100 260 309 345 486 487 488 602 628
7 101 261 310 346 489 490 491 492 603
4 103 262 312 347 350 501 503 504 507
5 104 263 311 348 349 500 502 505 506
3 86 218 219 220 221 237 238 248 249
5 82 202 203 204 205 206 207 228 229
2 83 192 208 209 210 211 230 250 251
6 84 193 212 213 214 215 231 232 252
4 87 196 200 222 227 239 241 244 255
8 89 197 201 224 225 243 245 247 254
9 88 198 199 223 226 240 242 246 253
7 85 194 195 216 217 233 234 235 236
10 73 82 83 84 85 86 87 88 89
10 143 256 264 272 275 276 277 297 298
10 139 258 260 270 271 279 282 293 300
10 140 257 267 269 283 285 288 290 303
10 141 262 263 274 278 280 286 296 299
10 142 259 265 284 289 291 295 301 302
10 138 261 266 268 273 281 287 292 294
13 77 590 598 611 612 618 622 636 638
14 76 600 604 609 610 615 621 628 634
11 74 586 593 602 603 613 624 627 629
17 81 251 585 591 596 601 616 626 632
18 80 255 587 592 595 605 623 633 639
12 75 250 252 588 608 614 617 620 630
15 79 248 253 589 594 607 619 631 635
16 78 249 254 584 597 599 606 625 637
14 102 144 231 247 473 510 521 543 565
12 129 186 335 361 376 395 431 492 499
14 116 190 334 349 377 430 445 484 532
15 130 191 332 336 362 432 453 485 512
16 128 187 342 396 398 426 433 530 531
17 133 189 350 356 386 427 429 488 557
18 121 188 329 346 385 428 452 513 553
12 120 182 317 375 394 422 537 538 571
16 115 184 308 348 423 424 463 527 552
17 104 185 320 393 421 450 475 511 529
18 132 161 306 374 425 451 482 507 528
11 96 183 325 373 384 420 498 506 551
15 101 160 322 323 444 479 486 526 568
15 119 180 305 316 419 474 505 536 569
16 103 159 324 327 372 535 550 570 579
18 114 181 307 315 360 487 497 549 577
17 97 156 239 310 399 400 454 483 514
13 92 177 206 369 383 392 417 524 525
14 94 178 226 359 370 415 418 466 491
14 95 179 227 331 381 416 443 478 517
11 127 158 207 371 382 441 442 469 471
12 99 157 225 309 337 449 477 481 576
11 106 176 221 319 368 440 547 548 583
14 136 174 220 229 380 389 414 448 459
14 137 173 211 236 367 390 412 439 504
17 135 175 215 238 358 391 413 457 460
15 122 162 212 222 351 434 446 539 580
15 98 172 210 217 318 410 523 546 567
11 134 171 214 224 321 411 458 516 556
12 124 163 196 330 363 378 472 500 540
17 117 164 197 313 364 493 541 542 558
12 123 165 198 228 328 352 455 464 559
11 125 166 199 230 304 447 480 501 560
15 90 169 201 204 347 366 470 496 522
16 93 170 192 205 355 438 490 534 582
16 108 167 200 223 232 344 437 495 581
18 118 168 193 219 235 357 409 545 566
13 100 145 343 353 379 401 489 494 508
16 131 146 233 345 354 387 402 461 518
18 109 147 240 311 403 435 462 554 561
12 105 148 234 237 312 338 436 519 562
13 91 154 213 341 397 407 503 575 578
13 113 155 218 340 388 408 502 533 544
11 110 149 216 241 365 404 456 509 563
13 126 150 208 242 314 405 467 515 555
18 111 151 202 209 243 326 468 476 564
13 107 152 194 244 245 339 406 465 572
17 112 153 195 203 246 333 520 573 574
20 73 93 95 98 113 118 120 133 134
21 73 91 105 106 109 112 119 128 137
22 73 90 107 114 115 116 117 125 129
23 73 92 102 110 121 122 124 131 135
24 73 99 101 103 104 111 126 127 136
19 73 94 96 97 100 108 123 130 132
24 144 260 321 366 378 413 435 438 612
19 144 259 318 333 338 357 388 426 440
20 144 248 257 348 376 406 447 585 623
21 144 216 262 336 360 369 450 584 614
22 144 198 209 222 261 341 373 402 427
21 138 314 345 363 389 434 441 587 601
20 139 307 310 347 354 368 405 609 617
20 138 326 327 332 334 358 401 420 436
19 138 213 311 355 364 381 404 449 589
22 141 205 314 317 443 452 453 454 593
22 142 224 311 312 392 414 437 444 596
24 140 203 304 307 353 367 375 446 597
22 139 215 305 306 330 343 365 390 398
24 138 218 223 305 356 385 586 610 620
22 140 217 221 309 327 393 415 605 611
19 141 199 315 351 372 412 590 591 608
24 142 194 325 328 342 370 399 592 594
20 141 195 322 344 352 380 382 403 407
20 142 196 211 313 374 419 602 606 622
21 140 192 214 322 335 400 408 416 451
19 139 194 202 249 323 377 395 421 613
21 142 199 204 219 308 337 379 386 615
21 139 197 200 359 384 422 428 598 619
19 140 196 201 346 383 423 442 457 600
24 141 193 197 210 361 387 417 445 456
22 153 256 340 371 409 588 599 604 607
21 151 256 324 339 349 391 410 455 603
24 148 227 256 319 362 397 424 425 616
19 146 208 256 316 350 394 411 448 595
20 149 206 212 225 226 256 320 329 396
23 147 201 266 317 324 325 439 585 618
23 155 198 267 313 319 323 433 587 621
23 150 195 264 306 308 321 418 431 589
23 145 192 258 312 315 320 430 432 586
23 152 193 207 265 309 310 316 331 584
23 154 200 220 263 304 318 326 429 588
46 78 280 341 368 385 391 418 485 519
47 74 303 329 338 386 387 439 505 578
68 75 296 324 353 374 427 517 526 556
69 81 301 323 367 369 436 495 516 553
70 79 268 313 349 365 438 477 503 566
71 81 276 309 380 384 426 507 515 539
72 80 277 312 359 382 446 460 552 555
25 76 269 314 318 424 458 492 541 549
26 74 265 351 398 408 435 466 493 537
65 79 258 327 417 448 471 472 513 520
66 78 260 326 383 454 474 499 504 509
67 81 261 308 394 456 478 512 554 572
27 77 236 256 462 480 483 486 534 540
28 79 228 290 405 412 425 437 450 551
29 79 247 272 304 345 395 403 514 533
63 75 233 282 311 319 400 467 470 473
64 78 242 298 322 325 449 521 545 557
30 74 229 262 399 401 409 423 568 576
31 75 241 246 257 316 342 452 484 524
55 80 220 279 339 355 361 373 479 574
56 76 203 297 402 404 419 428 544 562
57 77 223 288 347 357 431 443 529 563
58 77 215 289 348 375 389 432 548 564
59 77 210 271 337 346 420 433 510 573
60 78 204 294 330 406 411 445 511 561
61 77 224 273 352 360 377 429 461 536
62 75 202 295 407 413 415 434 463 498
52 80 206 299 305 416 440 558 570 571
53 75 219 287 320 390 442 465 523 581
54 80 211 281 321 421 453 481 494 518
32 76 221 266 344 350 378 476 525 580
50 81 213 243 285 328 354 371 430 569
51 79 209 234 286 331 379 396 457 547
33 76 225 239 291 306 336 372 506 575
48 81 226 235 263 335 343 366 579 583
49 78 212 230 267 333 414 422 489 528
34 79 214 244 259 317 356 491 497 527
35 78 217 227 302 315 441 464 502 542
36 77 207 222 237 274 364 370 451 535
37 76 193 270 444 447 455 475 508 530
38 80 199 283 310 397 500 531 543 567
39 75 197 264 332 388 459 487 490 501
40 74 195 231 300 362 363 392 468 582
41 74 198 238 245 275 307 381 546 550
42 74 200 208 292 376 393 482 522 532
43 80 201 216 232 284 334 340 488 559
44 81 196 205 218 293 410 560 565 577
45 76 192 194 240 278 358 469 496 538
44 119 143 358 392 491 563 597 608 639
38 96 143 229 313 335 385 461 465 580
33 124 143 217 355 386 405 484 516 564
68 113 143 200 328 453 547 561 573 628
63 115 143 193 253 504 571 601 613 636
65 104 143 201 230 237 398 407 478 549
55 102 140 503 530 536 561 627 630 632
50 102 141 465 482 488 548 562 625 635
46 102 142 471 476 490 515 529 546 571
27 127 139 251 517 527 545 559 578 580
27 129 138 254 466 475 507 524 547 567
27 130 142 252 509 532 533 549 574 579
27 133 140 253 459 468 506 518 519 572
51 102 139 246 458 502 512 535 576 639
27 128 141 238 255 470 477 489 516 634
47 102 138 228 230 235 239 526 552 638
56 104 167 273 379 521 539 593 595 617
52 125 173 275 344 346 502 594 614 626
47 111 191 284 384 406 520 534 608 621
50 114 170 277 331 333 506 568 620 622
62 90 168 286 355 422 510 525 602 616
38 105 167 295 381 417 458 486 528 585
45 132 190 279 356 407 540 546 583 584
54 107 172 297 352 457 473 528 579 586
30 111 179 283 352 365 388 496 601 637
37 110 170 292 337 367 407 542 607 633
46 90 189 272 401 451 456 500 581 621
47 113 162 270 360 418 442 477 570 616
49 121 158 281 347 415 455 533 582 591
51 98 185 289 335 404 439 487 555 599
51 108 188 298 363 430 447 470 558 611
52 123 160 282 389 393 456 497 575 606
61 92 176 278 398 410 449 459 514 623
71 110 156 274 332 339 437 537 545 600
72 124 166 295 360 396 454 522 572 610
44 103 182 302 329 373 377 400 508 635
29 110 181 300 328 348 350 416 489 523
44 134 165 274 333 345 390 397 476 522
55 123 184 287 331 366 392 428 480 557
25 135 160 273 340 342 412 422 468 583
33 94 177 268 322 529 531 577 588 624
42 120 178 288 311 494 520 560 580 584
43 117 159 293 316 403 519 615 629 638
66 132 174 283 320 402 516 537 594 638
53 106 164 275 326 444 481 527 565 590
65 116 162 296 310 404 464 468 495 612
56 137 166 280 327 328 357 467 479 493
60 118 157 279 314 370 457 495 501 505
63 132 187 284 304 391 443 525 569 576
26 112 161 263 411 490 559 610 611 631
32 123 175 264 367 406 535 566 567 593
39 126 180 266 396 451 464 565 574 613
40 115 171 267 370 410 488 513 575 617
48 125 163 265 358 425 518 521 523 598
49 95 191 263 337 402 460 497 524 613
45 131 183 257 362 364 379 504 559 577
49 119 186 258 344 364 409 543 556 572
40 105 185 261 304 484 496 545 570 622
64 91 169 259 320 361 468 535 560 628
45 95 166 252 276 423 511 587 612 635
28 113 174 250 291 364 366 603 605 625
40 126 186 255 297 390 420 584 631 632
47 106 177 253 274 413 430 492 595 606
41 124 191 251 287 370 403 440 508 599
64 98 158 255 290 308 377 493 525 620
42 97 181 253 301 324 330 382 510 544
43 91 168 250 297 323 348 454 466 471
35 107 188 251 262 375 498 531 589 628
48 101 165 254 258 386 443 498 544 623
62 109 171 248 277 343 387 464 529 600
33 112 162 249 285 317 401 473 480 633
25 99 183 249 264 416 513 522 596 638
57 92 164 249 252 261 382 425 505 628
63 127 163 245 268 333 432 495 605 615
67 128 165 231 291 385 421 501 607 618
70 133 180 230 282 369 431 550 592 604
31 122 161 236 268 361 368 423 544 596
35 130 157 240 285 390 417 429 552 603
37 127 169 234 276 408 429 452 543 606
42 128 179 235 272 373 383 432 541 617
45 128 156 243 287 431 446 448 502 602
55 104 172 241 301 345 409 418 538 590
60 105 188 239 288 340 380 438 523 613
30 94 164 230 289 339 354 378 452 631
44 107 185 232 269 337 368 435 448 526
46 103 164 240 271 331 340 376 434 516
34 96 168 246 292 312 410 612 634 637
59 92 178 234 291 307 411 479 581 601
63 91 189 228 278 321 346 532 539 599
34 109 175 230 299 309 362 377 544 581
35 111 166 238 281 316 335 437 510 575
41 108 158 235 271 317 397 419 459 511
66 126 181 232 278 313 338 415 480 512
68 131 168 245 302 305 380 450 480 492
69 99 189 231 288 315 339 419 463 547
70 107 158 246 291 326 387 416 539 540
56 120 176 245 260 451 484 552 591 607
32 117 182 231 263 405 442 486 592 637
53 135 171 242 262 395 419 478 534 605
60 117 177 233 259 420 446 455 478 482
32 93 156 234 267 305 498 532 554 590
43 134 175 229 261 315 467 530 540 619
37 98 167 243 262 319 330 491 574 638
48 91 157 241 266 307 414 534 558 635
38 133 173 241 249 286 432 435 455 515
54 127 190 239 248 280 392 394 433 487
28 115 175 241 243 271 322 338 494 610
54 110 180 229 240 254 259 611 616 617
49 96 189 236 243 248 265 314 570 630
71 137 163 206 271 427 549 589 627 637
29 127 175 226 269 355 474 482 614 618
31 130 171 209 270 380 493 500 597 618
35 122 190 205 272 338 475 556 592 598
39 121 172 213 299 376 483 551 597 615
37 109 184 222 284 405 459 499 586 626
34 126 156 204 270 381 518 548 553 588
30 93 181 222 298 417 421 583 615 630
41 129 183 212 301 429 438 467 600 639
34 129 174 216 298 353 433 476 505 591
53 133 161 213 302 359 433 472 496 593
67 131 169 221 271 349 399 528 555 608
38 135 184 225 293 353 357 441 532 631
52 112 190 209 301 347 424 449 465 629
28 97 180 219 276 334 341 375 458 582
40 122 174 223 286 371 400 406 481 549
50 99 168 222 282 358 411 439 531 533
51 115 165 220 294 351 369 374 469 483
58 92 159 211 269 356 384 409 464 470
68 111 173 212 279 308 514 562 611 624
41 113 187 202 269 312 456 483 521 631
31 125 179 225 274 323 356 555 561 582
65 100 173 205 291 319 376 460 536 545
62 108 172 225 261 408 504 520 548 592
26 100 179 210 266 371 450 463 519 639
70 136 187 217 252 274 428 494 585 629
65 131 189 226 255 294 375 388 444 629
39 134 160 223 251 265 349 383 562 633
69 130 185 207 233 275 422 503 610 623
29 120 164 204 236 296 426 575 586 639
43 130 170 221 244 296 329 431 521 601
46 118 183 203 244 281 398 430 486 614
66 133 188 207 247 292 343 424 479 608
68 128 172 207 242 303 334 378 497 596
50 120 159 220 242 295 346 362 365 475
31 103 178 215 228 298 318 572 602 633
66 135 165 210 244 276 311 570 609 624
39 94 182 216 238 258 424 539 561 622
26 103 177 219 247 267 404 453 540 626
48 120 177 209 232 264 399 441 536 634
52 126 170 224 235 257 351 391 472 628
72 106 182 210 229 257 306 495 533 557
51 109 160 205 245 252 283 350 418 420
37 116 161 206 238 250 288 325 345 512
64 124 179 203 232 248 282 507 590 603
25 125 191 213 229 234 255 260 324 529
42 131 157 202 214 280 567 604 622 626
67 94 159 203 224 286 499 523 578 587
72 129 160 219 227 278 354 520 618 627
50 97 186 206 217 273 435 501 527 621
33 129 167 207 211 300 388 391 554 635
47 100 163 214 220 297 342 347 542 554
55 117 176 202 223 276 336 439 472 489
56 96 169 215 227 303 369 403 481 490
62 95 163 208 216 285 385 444 514 535
63 110 186 209 218 303 359 372 486 511
70 137 191 218 224 298 310 463 482 538
69 122 187 208 219 260 352 491 506 558
55 105 158 208 215 254 296 577 594 621
32 121 185 224 227 250 253 279 401 426
56 114 156 210 226 249 284 363 503 556
30 91 183 217 223 247 270 374 394 460
46 119 181 220 225 233 251 290 593 612
60 101 184 211 213 221 246 272 360 537
65 134 184 194 303 485 507 510 558 588
33 118 169 198 299 448 463 509 598 632
34 124 173 197 288 341 469 568 579 595
35 106 178 201 300 402 483 515 566 620
26 121 167 194 277 389 427 474 477 560
54 94 176 193 290 427 436 502 522 534
67 136 162 192 275 330 357 488 524 551
25 119 170 198 289 442 445 494 507 514
38 103 176 195 250 294 497 569 598 600
68 117 178 192 248 273 397 509 553 576
62 136 161 199 244 300 436 536 541 599
69 93 186 201 246 280 389 425 508 624
36 92 182 199 243 297 393 438 485 517
67 114 180 200 236 283 413 449 471 508
49 116 187 196 240 264 450 479 548 578
44 132 162 197 234 242 281 348 604 627
45 101 171 200 206 289 473 519 566 591
66 90 157 195 218 289 517 530 551 595
28 106 159 194 212 292 443 487 500 632
53 100 166 195 222 254 269 349 553 571
72 104 188 198 214 236 293 332 525 625
71 113 190 199 215 233 266 499 513 568
29 112 174 193 196 273 485 498 550 555
60 100 149 278 543 550 564 596 619 620
31 118 148 284 393 461 469 489 565 589
36 97 150 293 387 414 496 547 614 633
57 96 154 300 396 445 526 538 605 626
59 104 152 285 374 440 499 582 619 634
61 125 145 303 394 434 566 574 609 625
36 101 147 290 363 426 460 465 509 604
43 122 151 290 343 381 501 538 573 606
57 98 152 272 372 413 414 553 559 627
28 99 153 296 359 383 447 461 546 554
64 136 155 292 336 354 457 462 556 571
72 93 151 294 309 473 541 563 578 594
41 101 146 286 306 334 542 560 630 636
69 109 149 281 318 399 472 517 625 636
54 95 153 293 325 351 492 503 564 581
58 112 155 260 329 437 469 478 567 630
32 136 149 265 341 395 470 552 573 577
71 90 154 257 421 441 462 491 550 562
59 118 154 254 277 378 400 412 512 629
25 108 152 250 280 365 386 446 462 565
36 116 155 235 295 350 481 597 619 624
53 114 146 228 279 408 485 563 585 634
42 107 149 237 270 412 490 557 569 587
36 137 145 232 294 395 452 506 546 616
48 121 153 237 283 336 445 467 527 602
58 114 150 247 299 342 436 511 580 603
58 134 147 239 275 361 379 415 569 637
29 108 151 237 302 321 524 568 609 632
39 137 146 244 267 366 382 475 564 576
61 93 150 238 259 371 428 500 504 526
26 90 151 239 242 252 258 367 440 461
52 98 146 231 237 240 268 353 384 454
30 116 148 214 287 372 474 515 573 623
70 135 148 204 285 344 373 466 487 636
61 105 152 226 282 423 453 476 542 551
64 97 148 211 245 263 434 513 530 563
61 132 155 204 231 241 251 277 327 492
57 115 147 203 208 302 332 477 543 583
59 119 150 202 227 268 447 488 537 579
59 123 147 212 218 262 471 484 518 541
58 99 154 205 216 253 287 493 528 609
57 111 145 196 233 299 458 466 557 607
71 123 153 192 247 255 295 368 505 636
40 95 145 197 221 228 301 462 474 531
27 82 144 513 538 542 555 569 581 624
51 87 182 357 407 474 518 596 603 621
68 85 175 347 417 506 537 565 587 599
69 87 159 408 445 460 476 480 589 617
72 89 190 419 435 489 535 551 588 601
49 82 184 365 400 436 546 595 618 628
60 89 187 335 362 427 471 590 609 633
46 84 156 352 424 439 524 560 605 619
50 83 169 353 418 437 540 541 613 623
66 88 163 377 409 446 490 547 575 585
28 88 191 350 361 398 441 473 553 622
39 82 168 363 368 372 429 478 494 594
44 83 189 336 342 381 382 499 566 611
48 82 162 339 393 403 433 458 504 620
52 87 178 332 371 386 395 528 530 612
26 82 181 384 397 431 444 457 484 625
32 82 166 340 374 387 432 449 491 632
47 89 161 331 344 375 410 421 467 509
55 85 171 337 388 425 430 454 550 580
30 86 158 311 367 396 485 488 492 598
31 86 167 315 366 420 514 571 578 604
53 83 183 310 338 389 525 561 579 607
71 86 172 313 411 443 468 508 552 614
29 83 157 319 334 351 428 529 572 637
34 86 185 306 328 383 434 534 543 629
38 84 170 326 370 394 450 470 544 627
54 85 160 304 329 330 364 463 515 634
62 84 186 307 349 426 453 469 557 638
64 85 165 316 359 401 438 548 549 626
33 84 180 312 345 346 406 493 517 583
41 87 177 309 348 385 412 496 556 574
42 89 174 308 358 440 452 464 486 503
43 88 173 318 354 392 451 477 498 511
45 86 188 324 333 405 456 466 481 536
63 87 164 325 343 360 448 562 567 582
70 87 176 314 320 510 554 559 568 597
37 88 179 321 327 422 465 483 505 577
67 88 148 526 533 558 564 584 593 600
65 84 150 373 462 523 576 591 606 610
61 85 147 341 416 475 495 602 608 631
25 89 146 369 415 500 545 573 586 635
59 88 145 380 391 404 522 527 592 630
56 85 151 356 376 414 442 512 531 636
57 89 155 355 390 399 447 497 519 539
58 86 152 322 402 472 501 532 616 639
40 83 149 317 413 461 479 502 507 615
35 84 153 323 378 379 459 482 563 570
36 83 154 305 423 455 487 516 520 521
