0 1 2
97 544 797
107 547 797
106 548 797
99 557 803
98 558 798
117 561 798
116 549 799
114 546 802
115 545 803
113 550 803
112 555 801
111 553 800
110 563 798
109 560 799
108 564 801
105 552 802
104 554 799
102 556 800
103 559 802
101 551 801
100 562 800
97 523 782
109 526 782
108 527 782
98 532 787
99 539 783
116 542 783
117 528 784
114 525 786
115 524 785
113 531 784
112 536 785
110 529 786
111 530 783
106 538 788
107 541 784
105 533 788
104 537 786
102 534 787
103 543 785
100 535 788
101 540 787
126 523 629
121 540 633
118 531 633
119 541 630
120 528 631
130 525 630
131 524 634
136 532 629
138 539 629
132 542 628
133 536 628
134 538 628
135 527 632
137 526 631
127 530 630
128 534 634
129 535 632
124 537 634
125 543 631
122 529 632
123 533 633
97 509 754
111 509 757
110 509 758
98 512 760
99 514 761
116 511 770
117 513 767
114 510 756
115 512 755
112 515 771
113 510 764
109 512 763
108 513 768
107 511 769
106 514 772
105 513 766
104 515 773
103 511 765
102 510 774
101 514 762
100 515 759
97 310 459
113 310 463
112 310 462
99 315 474
98 316 475
116 312 467
117 315 477
115 313 461
114 311 460
111 313 469
110 314 476
108 312 473
109 311 468
107 316 478
106 311 479
105 313 465
104 315 470
102 312 471
103 314 466
101 314 464
100 316 472
128 310 489
129 310 491
127 310 490
121 315 492
126 314 495
120 313 493
119 314 498
118 311 500
130 312 483
132 316 480
134 314 488
135 315 487
131 311 484
136 313 486
137 316 485
133 315 482
138 311 481
125 312 497
124 316 496
123 312 494
122 313 499
